"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","의료유사업종별명","직원수","자격증소유자수","보조직원수","시설관리자수","기타직원수","병상수","욕실면적","총면적",
"1645","의료유사업","01_01_10_P","3150000","PHMB420073150037042400001","20070430","","03","폐업","03","폐업","20140117","20140101","20140630","","02-2601-1472","","157019","서울특별시 강서구 화곡동 72번지 1호","서울특별시 강서구 화곡로 248-13 (화곡동)","157868","수안마시술소","20140117135514","I","2018-08-31 23:59:59.0","안마시술소","186358.332102311","449480.163884546","안마시술소","2","","","","","19","","755.73",
"1646","의료유사업","01_01_10_P","3150000","PHMB420073150037042400002","20071116","","03","폐업","03","폐업","20120221","","","","02-2696-1222","","157016","서울특별시 강서구 화곡동 1115번지 37호","","","클린안마원","20120221151212","I","2018-08-31 23:59:59.0","안마원","186971.054506348","450097.91893552","안마원","1","","","","","1","","89.4",
"1647","의료유사업","01_01_10_P","3150000","PHMB420113150037042400003","20110518","","03","폐업","03","폐업","20130524","","","","2668-8233","","157930","서울특별시 강서구 등촌3동 699번지 2호 301호","","","수지압안마원","20130524113803","I","2018-08-31 23:59:59.0","안마원","186334.465","450856.325","안마원","1","","","","","","","47.61",
"1648","의료유사업","01_01_10_P","3150000","PHMB420113150037042400004","20111007","","03","폐업","03","폐업","20130802","","","","2602-8275","","157919","서울특별시 강서구 우장산동 1026번지 23호 (2층)","","","송인지압안마원","20130802180317","I","2018-08-31 23:59:59.0","안마원","185648.751154822","449141.845020499","안마원","1","","","","","","","82.76",
"1649","의료유사업","01_01_10_P","3150000","PHMB420113150037042400005","20111212","","03","폐업","03","폐업","20170220","","","","3662-1575","","157031","서울특별시 강서구 등촌1동 628번지 13호 현대프린스텔 205,206호","서울특별시 강서구 양천로 510, 205,206호 (등촌동, 현대프린스텔)","07548","등촌안마원","20170220174714","I","2018-08-31 23:59:59.0","안마원","187239.182172485","450877.798368564","안마원","1","","","","","","","59.28",
"1650","의료유사업","01_01_10_P","3150000","PHMB419893150037042400003","19890808","","03","폐업","03","폐업","19990601","","","","02-696-7966","","157011","서울특별시 강서구 화곡동 924번지 14호","","","수성장안마시술소","20081216154011","I","2018-08-31 23:59:59.0","안마시술소","185942.421105099","447445.743496067","안마시술소","4","","","","","12","","447.81",
"1651","의료유사업","01_01_10_P","3150000","PHMB419933150037042400001","19930630","","03","폐업","03","폐업","20080718","","","","02-2607-9922","","157016","서울특별시 강서구 화곡동 981번지 5호","","","혜인안마시술소","20081216154216","I","2018-08-31 23:59:59.0","안마시술소","186554.679916084","449751.87575874","안마시술소","2","","","","","21","","735.84",
"1652","의료유사업","01_01_10_P","3150000","PHMB420133150037042400001","20130429","","03","폐업","03","폐업","20190502","","","","02-966-5236","","157863","서울특별시 강서구 염창동 265번지 1호 5층","서울특별시 강서구 양천로 658, 5층 (염창동)","07554","보람안마원","20190502164429","U","2019-05-04 02:40:00.0","안마원","188429.042609254","450005.766471686","안마원","2","","","","","","","46.23",
"1653","의료유사업","01_01_10_P","3150000","PHMB420133150037042400002","20130619","","03","폐업","03","폐업","20161206","","","","2606-2121","","157928","서울특별시 강서구 화곡6동 1111번지 2호 귀뚜라미홈시스텔 104호","서울특별시 강서구 화곡로 346, 104호 (화곡동, 귀뚜라미홈시스텔)","07653","하나전통경락안마원","20161212155251","I","2018-08-31 23:59:59.0","안마원","186850.824018452","450258.958284373","안마원","1","","","","","","","33.95",
"1654","의료유사업","01_01_10_P","3130000","PHMB419963130033042400002","19960626","","03","폐업","03","폐업","20100218","","","","02-701-5541","","121020","서울특별시 마포구 공덕동 237번지 8호","서울특별시 마포구 마포대로 156 (공덕동)","121803","나이스안마시술소","20100218171616","I","2018-08-31 23:59:59.0","안마시술소","195967.71926400000","449825.65595500000","안마시술소","9","","","","","27","","517.66",
"1655","의료유사업","01_01_10_P","3130000","PHMB420003130033042400001","20000325","","03","폐업","03","폐업","20110721","","","","02-718-6454","","121040","서울특별시 마포구 도화동 183번지 15호 2층","서울특별시 마포구 새창로 16 (도화동,2층)","","대원안마원","20110721115842","I","2018-08-31 23:59:59.0","안마원","195659.139970782","448862.272845142","안마원","1","","","","","1","","36.74",
"1656","의료유사업","01_01_10_P","3130000","PHMB420043130033042400001","20040831","","03","폐업","03","폐업","20100111","","","","02-337-7822","","121210","서울특별시 마포구 서교동 354번지 8호 3층","서울특별시 마포구 양화로 122 (서교동,3층)","","폭스안마시술소","20100111171434","I","2018-08-31 23:59:59.0","안마시술소","192912.154802425","450205.198838492","안마시술소","2","","","","","8","","261.31",
"1657","의료유사업","01_01_10_P","3130000","PHMB420063130033042400001","20060327","","03","폐업","03","폐업","20210614","","","","02-335-5633","","121838","서울특별시 마포구 서교동 351번지 19호 (2, 3, 4층)","서울특별시 마포구 월드컵북로1길 6, 2,3,4층 (서교동)","04031","서교안마시술소","20210615092941","U","2021-06-17 02:40:00.0","안마시술소","192922.43605265","450354.860685834","안마시술소","5","","","","","18","","515.11",
"1658","의료유사업","01_01_10_P","3130000","PHMB420103130033042400001","20100111","","03","폐업","03","폐업","20110302","","","","333-8821","","121869","서울특별시 마포구 연남동 566번지 64호 (1층)","서울특별시 마포구 연남로 17 (연남동,(1층))","","여광안마원","20110302171831","I","2018-08-31 23:59:59.0","안마원","193086.171639658","450993.844393427","안마원","1","","","","","1","","34.04",
"1659","의료유사업","01_01_10_P","3130000","PHMB420103130033042400002","20100111","","03","폐업","03","폐업","20190117","20181001","20190930","","02-322-8691","","121838","서울특별시 마포구 서교동 354번지 8호 (3층)","서울특별시 마포구 양화로 122, 3층 (서교동)","04038","애플안마시술소","20190117171252","U","2019-01-19 02:40:00.0","안마시술소","192912.154802425","450205.198838492","안마시술소","2","","","","","11","0","279",
"1660","의료유사업","01_01_10_P","3130000","PHMB420103130033042400003","20100325","","03","폐업","03","폐업","20111018","","","","717-8575","","121809","서울특별시 마포구 대흥동 18번지 1호 (1층)","","","보약손약손건강지압안마원","20111018180020","I","2018-08-31 23:59:59.0","안마원","195120.319425726","450211.908368102","안마원","1","","","","","1","0","42",
"1661","의료유사업","01_01_10_P","3090000","PHMB420133090033042400001","20130228","","03","폐업","03","폐업","20160502","","","","900-5997","","132030","서울특별시 도봉구 쌍문동 192번지 4호","서울특별시 도봉구 해등로 200, 3층 (쌍문동)","01385","정골약손안마원","20160502101551","I","2018-08-31 23:59:59.0","안마원","202978.715323418","461768.035208019","안마원","1","","","","","","","56.58",
"1662","의료유사업","01_01_10_P","3090000","PHMB420173090033042400001","20171211","","03","폐업","03","폐업","20210514","","","","02-904-0088","","","서울특별시 도봉구 쌍문동 344번지","서울특별시 도봉구 노해로41길 10 (쌍문동)","01380","남양지압안마원","20210514130723","U","2021-05-16 02:40:00.0","안마원","202292.390055658","460783.349550966","안마원","0","","","","","2","0","99",
"1663","의료유사업","01_01_10_P","3150000","PHMB419823150037042400001","19820616","","03","폐업","03","폐업","20001027","","","","02-691-1055","","157016","서울특별시 강서구 화곡동 1133번지 10호","","","강서안마시술소","20081216151818","I","2018-08-31 23:59:59.0","안마시술소","186943.20540192","449954.580880752","안마시술소","6","","","","","17","","274.71",
"1664","의료유사업","01_01_10_P","3150000","PHMB419893150037042400001","19890518","","03","폐업","03","폐업","20081119","","","","02-2694-7063","","157016","서울특별시 강서구 화곡동 1097번지 6호","","","현안마시술소","20081216153600","I","2018-08-31 23:59:59.0","안마시술소","186717.341726968","450157.356070885","안마시술소","5","","","","","18","","486.61",
"1665","의료유사업","01_01_10_P","3150000","PHMB419893150037042400002","19890630","","03","폐업","03","폐업","19941026","","","","02-696-6185","","157019","서울특별시 강서구 화곡동 73번지 51호","","","화성장안마시술소","20081216153808","I","2018-08-31 23:59:59.0","안마시술소","186335.414911828","449470.119087541","안마시술소","6","","","","","18","","498.37",
"1666","의료유사업","01_01_10_P","3130000","PHMB420113130033042400002","20110517","","03","폐업","03","폐업","20130516","","","","711-7575","","121800","서울특별시 마포구 공덕동 242번지 68호 (2층)","서울특별시 마포구 만리재옛길 27, 2층 (공덕동)","121803","약손척추건강안마원","20130516102720","I","2018-08-31 23:59:59.0","안마원","196010.78484327","449356.535303765","안마원","1","","","","","1","0","60.3",
"1667","의료유사업","01_01_10_P","3130000","PHMB420143130033042400001","20140418","","03","폐업","03","폐업","20150612","","","","333-8821","","","서울특별시 마포구 연남동 4통 5반","서울특별시 마포구 동교로38길 4 (연남동)","121865","여광안마원","20150612150325","I","2018-08-31 23:59:59.0","안마원","193265.69579568","451042.613331402","안마원","","","","","","","","10.97",
"1668","의료유사업","01_01_10_P","3130000","PHMB420143130033042400002","20141218","","03","폐업","03","폐업","20170608","","","","02-2275-0675","","121030","서울특별시 마포구 신공덕동 139번지 157호 1층","서울특별시 마포구 임정로21길 79, 1층 (신공덕동)","04190","OJS치유안마원","20170608172914","I","2018-08-31 23:59:59.0","안마원","196105.23515064","448981.224199565","안마원","1","","","","","","","54.93",
"1669","의료유사업","01_01_10_P","3050000","PHMB420043050034042400003","20040729","","03","폐업","03","폐업","20051004","","","","2213-2900","","130100","서울특별시 동대문구 장안동 433번지 17호","서울특별시 동대문구 장한로 12 (장안동)","","퓨전안마시술소","20090107105602","I","2018-08-31 23:59:59.0","안마시술소","205728.841217985","451139.60744767","안마시술소","2","","","","","14","","339.2",
"1670","의료유사업","01_01_10_P","3100000","PHMB420013100034042400001","20010219","","03","폐업","03","폐업","20190925","","","","932-8587","","139832","서울특별시 노원구 상계동 726번지 1호 일신상가 402호","서울특별시 노원구 동일로218길 17 (상계동, 일신상가 402호)","01751","웰빙지압안마원","20190925101217","U","2019-09-27 02:40:00.0","안마원","205394.112077124","461283.511494133","안마원","1","","","","","","","89.1",
"1671","의료유사업","01_01_10_P","3100000","PHMB420113100034042400001","20111116","","03","폐업","03","폐업","20130430","","","","935-1275","","139832","서울특별시 노원구 상계6.7동 749번지 8호 302호","서울특별시 노원구 동일로 1350, 3층 2호 (상계동)","139832","오엠티(OMT)경락지압안마원","20130430114322","I","2018-08-31 23:59:59.0","안마원","205437.99609028","460765.486012553","안마원","1","","","","","","","37.38",
"1672","의료유사업","01_01_10_P","3100000","PHMB420123100034042400001","20120110","","03","폐업","03","폐업","20141114","","","","2092-0015","","139846","서울특별시 노원구 월계1동 409번지 10호 5층","서울특별시 노원구 광운로 48, 5층 (월계동)","139846","월계수안마원","20141224180558","I","2018-08-31 23:59:59.0","안마원","205186.433291674","457710.084732661","안마원","1","","","","","","","83.6",
"1673","의료유사업","01_01_10_P","3100000","PHMB420123100034042400002","20120112","","03","폐업","03","폐업","20130417","","","","938-7388","","139818","서울특별시 노원구 상계2동 389번지 374호 (1층)","서울특별시 노원구 상계로9가길 53, 1층 (상계동)","139818","나무그늘지압안마원","20130417171342","I","2018-08-31 23:59:59.0","안마원","205957.765044419","461957.248131884","안마원","1","","","","","","","26.24",
"1674","의료유사업","01_01_10_P","3100000","PHMB420123100034042400003","20121127","","03","폐업","03","폐업","20190607","","","","936-8282","","139822","서울특별시 노원구 상계9동 649번지 1호","서울특별시 노원구 동일로 1554 (상계동)","01674","마드레약손안마원","20190607172548","U","2019-06-09 02:40:00.0","안마원","205005.107760722","462756.332743137","안마원","1","","","","","0","0","39.47",
"1675","의료유사업","01_01_10_P","3100000","PHMB420133100034042400001","20130617","","03","폐업","03","폐업","20150429","","","","936-7575","","139832","서울특별시 노원구 상계6.7동 749번지 8호 삼양빌딩 3층 302호","서울특별시 노원구 동일로 1350, 3층 302호 (상계동, 삼양빌딩)","139832","노원지압건강안마원","20150429130819","I","2018-08-31 23:59:59.0","안마원","205437.99609028","460765.486012553","안마원","2","","","","","2","","37.83",
"1676","의료유사업","01_01_10_P","3100000","PHMB420163100034042400001","20160314","","03","폐업","03","폐업","20170620","","","","02-976-7580","","","서울특별시 노원구 공릉동 584번지 14호","서울특별시 노원구 동일로178길 19-6, 2층 (공릉동)","01848","약손지압안마원","20170620104159","I","2018-08-31 23:59:59.0","안마원","206623.082268808","457692.96795699","안마원","1","","","","","","","50",
"1677","의료유사업","01_01_10_P","3100000","PHMB420163100034042400004","20160429","","03","폐업","03","폐업","20191202","","","","02-931-9890","","","서울특별시 노원구 상계동 766번지 1호","서울특별시 노원구 덕릉로 459-14, 106호 (상계동, 상계미도우편취급소)","01769","한기쁨안마원","20191202152334","U","2019-12-04 02:40:00.0","안마원","205309.755822239","460429.879161878","안마원","","","","","","3","","15.78",
"1678","의료유사업","01_01_10_P","3100000","PHMB420173100034042400001","20170926","","03","폐업","03","폐업","20190925","","","","02-989-5614","","","서울특별시 노원구 상계동 763번지 7호","서울특별시 노원구 동일로 1343, 5층 3호 (상계동, 동일프라자빌딩)","01767","바른몸약손지압안마원","20190925173940","U","2019-09-27 02:40:00.0","안마원","205400.87065435","460681.679132551","안마원","1","","","","","","","64.84",
"1679","의료유사업","01_01_10_P","3100000","PHMB420183100034042400001","20180412","","03","폐업","03","폐업","20190813","20190627","20191031","","02-975-9975","","","서울특별시 노원구 공릉동 380번지 37호","서울특별시 노원구 동일로191가길 25, 2층 (공릉동)","01853","김동일지압안마원","20190813132139","U","2019-08-15 02:40:00.0","안마원","206197.858524454","458210.615094447","안마원","","","","","","2","","51.4",
"1680","의료유사업","01_01_10_P","3120000","PHMB419873120033042400001","19870417","","03","폐업","03","폐업","20090706","","","","","","120834","서울특별시 서대문구 창천동 502번지 11호","","","동아온천안마시술소","20100305114126","I","2018-08-31 23:59:59.0","안마시술소","193814.565371339","450589.004108877","안마시술소","3","","","","","36","","793",
"1681","의료유사업","01_01_10_P","3120000","PHMB420093120033042400002","20090706","","03","폐업","03","폐업","20090706","","","","333-6933","","120180","서울특별시 서대문구 창천동 502번지 11호","","","동아온천안마시술소","20090706152559","I","2018-08-31 23:59:59.0","안마시술소","193814.565371339","450589.004108877","안마시술소","10","","","","","10","10","10",
"1682","의료유사업","01_01_10_P","3000000","PHMB419813000034042400001","19810204","20100630","03","폐업","03","폐업","20100630","20090730","20100130","","02-739-2287","","110170","서울특별시 종로구 견지동 91번지","서울특별시 종로구 우정국로 38-11 (견지동)","","온수장안마시술소","20100630174916","I","2018-08-31 23:59:59.0","안마시술소","198490.52283987","452281.291019868","안마시술소","10","","","","","24","","363.84",
"1683","의료유사업","01_01_10_P","3210000","PHMB419823210034042400001","19820828","","03","폐업","03","폐업","20120515","","","","537-0017","","137069","서울특별시 서초구 방배동 751-3","","","그린안마시술소","20120515170904","I","2018-08-31 23:59:59.0","안마시술소","","","안마시술소","6","","","","","33","","490",
"1684","의료유사업","01_01_10_P","3210000","PHMB419833210034042400001","19830908","","03","폐업","03","폐업","20121004","","","","532-6722","","137069","서울특별시 서초구 방배동 813-7","","","허순안마시술소","20121004175548","I","2018-08-31 23:59:59.0","안마시술소","","","안마시술소","1","","","","","2","","32",
"1685","의료유사업","01_01_10_P","3120000","PHMB420123120033042400001","20120704","","03","폐업","03","폐업","20210430","","","","02-336-7577","","120180","서울특별시 서대문구 창천동 33번지 19호 4층","서울특별시 서대문구 연세로 29-1, 4층 (창천동)","03788","내몸에약손안마원","20210511092432","U","2021-05-13 02:40:00.0","안마원","194342.10777755","450674.660331919","안마원","1","","","","","4","","117.59",
"1686","의료유사업","01_01_10_P","3120000","PHMB420133120033042400001","20130114","","03","폐업","03","폐업","20180530","","","","02-396-7275","","120859","서울특별시 서대문구 홍제1동 315번지 1호 지하1층","서울특별시 서대문구 통일로37길 19, 지하1층 (홍제동)","03646","현아경락안마원","20180711140130","I","2018-08-31 23:59:59.0","안마원","195008.502913429","453902.965040025","안마원","1","","","","","4","0","78",
"1687","의료유사업","01_01_10_P","3120000","PHMB420043120033042400001","20040205","","03","폐업","03","폐업","20190312","","","","","","","서울특별시 서대문구 대현동 104번지 48호 6~8층","서울특별시 서대문구 신촌로 141 (대현동, 은하빌딩)","03780","베스트안마시술소","20190312131310","U","2019-03-14 02:40:00.0","안마시술소","194770.272306267","450529.307302535","안마시술소","5","","","","","20","","820",
"1688","의료유사업","01_01_10_P","3120000","PHMB420153120033042400001","20150511","","03","폐업","03","폐업","20170416","","","","02-312-7232","","120833","서울특별시 서대문구 창천동 29번지 81호 B1동 116(1호","서울특별시 서대문구 신촌로 109, B1층 116(116-1,116-2)호 (창천동)","03779","희망안마원","20170414145637","I","2018-08-31 23:59:59.0","안마원","194474.81938437","450422.374151297","안마원","1","","","","","1","0","29.9",
"1689","의료유사업","01_01_10_P","3060000","PHMB420033060034042400001","20030124","","03","폐업","03","폐업","20140709","","","","02-978-0385","","131848","서울특별시 중랑구 묵1동 171번지 12호","서울특별시 중랑구 공릉로 38 (묵동)","131848","오케이안마시술소","20140709164857","I","2018-08-31 23:59:59.0","안마시술소","206836.148723625","456858.787878919","안마시술소","2","","","","","17","","399.75",
"1690","의료유사업","01_01_10_P","3060000","PHMB420153060034042400002","20151209","","03","폐업","03","폐업","20160712","20160119","20160618","","02-6332-6332","","","서울특별시 중랑구 상봉동 90번지 10호","서울특별시 중랑구 망우로50길 30, 2층 (상봉동)","02149","중랑보건안마원","20160712132310","I","2018-08-31 23:59:59.0","안마원","207797.506778799","454835.324999067","안마원","1","","","","","3","","66.96",
"1691","의료유사업","01_01_10_P","3000000","PHMB419843000034042400001","19841013","20100716","03","폐업","03","폐업","20100714","","","","02-720-2028","","110102","서울특별시 종로구 평동 26번지 22호","서울특별시 종로구 송월길 51 (평동)","","오아시스안마시술소","20100716105846","I","2018-08-31 23:59:59.0","안마시술소","196972.672135174","451895.375752715","안마시술소","3","","","","","18","","468.9",
"1692","의료유사업","01_01_10_P","3000000","PHMB419913000034042400001","19910213","20110519","03","폐업","03","폐업","20110519","","","","02-733-4420","","110130","서울특별시 종로구 청진동 153번지","","","태양온천안마시술소","20110519145911","I","2018-08-31 23:59:59.0","안마시술소","","","안마시술소","8","","","","","23","","312.64",
"1693","의료유사업","01_01_10_P","3000000","PHMB420033000034042400001","20031204","20100716","03","폐업","03","폐업","20081104","","","","02-765-3681","","110320","서울특별시 종로구 낙원동 143번지 2,3,4,5층","서울특별시 종로구 수표로 118 (낙원동,2,3,4,5층)","","여우안마시술소","20100716110024","I","2018-08-31 23:59:59.0","안마시술소","198992.400636487","452172.172080221","안마시술소","2","","","","","33","","824.9",
"1694","의료유사업","01_01_10_P","3000000","PHMB420083000034042400001","20080509","20121107","03","폐업","03","폐업","20121031","","","","744-1252","","110842","서울특별시 종로구 창신1동 464번지 6호 3층, 4층, 5층","서울특별시 종로구 종로 294 (창신동,3층, 4층, 5층)","","황제안마시술소","20121107100436","I","2018-08-31 23:59:59.0","안마시술소","200876.602915538","452108.981034905","안마시술소","4","","","","","18","","806",
"1695","의료유사업","01_01_10_P","3000000","PHMB420153000034042400001","20150413","20170927","03","폐업","03","폐업","20170927","","","","","","110522","서울특별시 종로구 명륜2가 8번지 27호 2층","서울특별시 종로구 창경궁로 249, 2층 (명륜2가)","03075","힐링더하기안마원","20170927162143","I","2018-08-31 23:59:59.0","안마원","199878.13319881","453508.076908785","안마원","0","","","","","","","72.07",
"1696","의료유사업","01_01_10_P","3210000","PHMB419953210034042400001","19951101","","03","폐업","03","폐업","20100802","","","","534-2209","","137069","서울특별시 서초구 방배동 750-9","","","JM안마시술소","20100802180233","I","2018-08-31 23:59:59.0","안마시술소","","","안마시술소","9","","","","","27","","716.32",
"1697","의료유사업","01_01_10_P","3210000","PHMB420063210034042400001","20060503","","03","폐업","03","폐업","","20130408","20130707","","586-5929","","137953","서울특별시 서초구 서초3동 1600번지 2호","서울특별시 서초구 반포대로14길 72 (서초동)","137953","유니콘안마시술소","20131230165649","I","2018-08-31 23:59:59.0","안마시술소","201237.539930388","442696.249093163","안마시술소","4","","","","","18","","601.43",
"1698","의료유사업","01_01_10_P","3210000","PHMB420063210034042400002","20091103","","03","폐업","03","폐업","20091103","","","","523-9511","","137073","서울특별시 서초구 서초동 1591-2","","","유진안마시술소","20091211114119","I","2018-08-31 23:59:59.0","안마시술소","","","안마시술소","7","","","","","32","","797.06",
"1699","의료유사업","01_01_10_P","3210000","PHMB420073210034042400001","20071128","","03","폐업","03","폐업","20141203","","","","585-8546","","137876","서울특별시 서초구 서초3동 1595번지 11호","서울특별시 서초구 효령로55길 45-12 (서초동)","137876","피카소안마시술소","20141203182244","I","2018-08-31 23:59:59.0","안마시술소","201128.082573764","442747.739477572","안마시술소","9","","","","","18","","730.6",
"1700","의료유사업","01_01_10_P","3210000","PHMB420083210034042400001","20080417","","03","폐업","03","폐업","20160714","","","","598-1833","","137953","서울특별시 서초구 서초동 1601번지 10호 3~5층","서울특별시 서초구 서초중앙로5길 12, 3~5층 (서초동)","06654","디바안마시술소","20160714101551","I","2018-08-31 23:59:59.0","안마시술소","201260.953060509","442587.00832355","안마시술소","2","","","","","25","","762.4",
"1701","의료유사업","01_01_10_P","3210000","PHMB420073210034042400002","20070614","","03","폐업","03","폐업","20140526","","","","585-3133","","137874","서울특별시 서초구 서초3동 1569번지 13호","서울특별시 서초구 반포대로26길 70 (서초동)","","클린안마원","20140526141415","I","2018-08-31 23:59:59.0","안마원","201072.326154577","443242.086514539","안마원","2","","","","","","","76",
"1702","의료유사업","01_01_10_P","3210000","PHMB420093210034042400002","20090731","","03","폐업","03","폐업","20121210","","","","02-536-7513","","137834","서울특별시 서초구 방배4동 828번지 33호 1층","서울특별시 서초구 방배중앙로15길 38 (방배동,1층)","","약손안마원","20121210153341","I","2018-08-31 23:59:59.0","안마원","198718.507621548","442843.072232667","안마원","1","","","","","","","26.99",
"1703","의료유사업","01_01_10_P","3210000","PHMB420093210034042400003","20090807","","03","폐업","03","폐업","20121221","","","","02-532-1555","","137042","서울특별시 서초구 반포2동 1번지 8호 반포경남쇼핑센터 510호","","","이룬안마원","20121221171909","I","2018-08-31 23:59:59.0","안마원","199848.409437198","444956.349717008","안마원","2","","","","","7","0","110",
"1704","의료유사업","01_01_10_P","3210000","PHMB420103210034042400001","20100325","","03","폐업","03","폐업","20101020","","","","02-588-4454","","137873","서울특별시 서초구 서초3동 1555번지 17호 5층","서울특별시 서초구 서초대로48길 16 (서초동,5층)","","양덕윤안마원","20101020181958","I","2018-08-31 23:59:59.0","안마원","200932.645358262","443317.099301192","안마원","1","","","","","","","70.44",
"1705","의료유사업","01_01_10_P","3030000","PHMB419913030033042400001","19910306","","03","폐업","03","폐업","20141202","","","","02-2212-8335","","133847","서울특별시 성동구 용답동 228번지 12호","서울특별시 성동구 자동차시장1길 27 (용답동)","133847","베스트안마시술소","20141202170133","I","2018-08-31 23:59:59.0","안마시술소","205288.987166136","451015.467879096","안마시술소","5","","","","","22","81","713.86",
"1706","의료유사업","01_01_10_P","3070000","PHMB420023070034042400001","20020514","","03","폐업","03","폐업","20170111","","","","02-921-9140","","136045","서울특별시 성북구 삼선동5가 298번지 1호 3층","서울특별시 성북구 보문로 175, 3층 (삼선동5가)","02862","태평양안마시술소","20170112084205","I","2018-08-31 23:59:59.0","안마시술소","201292.916059559","454148.977822425","안마시술소","1","","","","","3","","69.17",
"1707","의료유사업","01_01_10_P","3070000","PHMB420133070034042400001","20130123","","03","폐업","03","폐업","20170308","","","","6053-6077","","136082","서울특별시 성북구 보문동2가 217번지 1층","서울특별시 성북구  보문로23길  12 (보문동2가)","02872","한국안마원","20170308144945","I","2018-08-31 23:59:59.0","안마원","201622.847714307","453534.768676051","안마원","1","","","","","","","30.33",
"1708","의료유사업","01_01_10_P","3070000","PHMB420063070034042400001","20060426","","03","폐업","03","폐업","20090715","","","","","","136051","서울특별시 성북구 동선동1가 56번지","서울특별시 성북구 보문로34길 51 (동선동1가)","","웰빙체질안마원","20160621135855","I","2018-08-31 23:59:59.0","안마원","201531.458627245","454291.594767187","안마원","1","","","","","","","53",
"1709","의료유사업","01_01_10_P","3070000","PHMB420103070034042400001","20100312","","03","폐업","03","폐업","20130521","","","","02-911-7011","","136143","서울특별시 성북구 장위3동 316번지 3호 센트럴타운 404호","서울특별시 성북구 월계로40길 7, 지상4층 404호 (장위동, 센트럴타운)","136143","수","20130521153621","I","2018-08-31 23:59:59.0","안마원","204208.631200867","457844.348010616","안마원","1","","","","","","","79.56",
"1710","의료유사업","01_01_10_P","3210000","PHMB420053210034042400001","20051202","","03","폐업","03","폐업","20141124","","","","598-6840","","137876","서울특별시 서초구 서초3동 1593번지 1호","서울특별시 서초구 반포대로18길 40 (서초동)","137876","코모도안마시술소","20141124165734","I","2018-08-31 23:59:59.0","안마시술소","201034.634464508","442758.770379981","안마시술소","7","","","","","21","","822.19",
"1711","의료유사업","01_01_10_P","3210000","PHMB419863210034042400001","19860916","","03","폐업","03","폐업","20110729","20110523","20110822","","3472-6060","","137072","서울특별시 서초구 서초동 1340-1","","","비안마시술소","20110729181825","I","2018-08-31 23:59:59.0","안마시술소","","","안마시술소","6","","","","","26","","615.29",
"1712","의료유사업","01_01_10_P","3210000","PHMB419903210034042400001","19900423","","03","폐업","03","폐업","20110330","","","","596-0093","","137074","서울특별시 서초구 서초동 1303-14","","","빼어날수안마시술소","20110330192711","I","2018-08-31 23:59:59.0","안마시술소","","","안마시술소","4","","","","","20","","222.28",
"1713","의료유사업","01_01_10_P","3210000","PHMB420103210034042400002","20100712","","03","폐업","03","폐업","20160921","","","","02-3491-0222","","137828","서울특별시 서초구 방배본동 762번지 21호 2층","서울특별시 서초구 동광로11길 109 (방배동,2층)","","새아침지압안마원","20170124182035","I","2018-08-31 23:59:59.0","안마원","198590.26975848","443758.592229843","안마원","1","","","","","","","61.05",
"1714","의료유사업","01_01_10_P","3210000","PHMB420103210034042400003","20100830","","03","폐업","03","폐업","20130805","","","","542-7513","","137809","서울특별시 서초구 반포1동 723번지 14호  3층","서울특별시 서초구 강남대로 515 (반포동)","137809","안재붕바른자세안마원","20130805152314","I","2018-08-31 23:59:59.0","안마원","201903.684337218","445089.231098439","안마원","1","","","","","","","60",
"1715","의료유사업","01_01_10_P","3030000","PHMB420033030033042400001","20030124","","03","폐업","03","폐업","20100202","","","","","","133170","서울특별시 성동구 용답동 233번지 3호","서울특별시 성동구 천호대로 420 (용답동)","","쏠라안마시술소","20100203094233","I","2018-08-31 23:59:59.0","안마시술소","205722.425433401","450967.562913172","안마시술소","2","","","","","22","","2222",
"1716","의료유사업","01_01_10_P","3210000","PHMB420113210034042400001","20111213","","03","폐업","03","폐업","20121026","","","","564-0363","","137878","서울특별시 서초구 서초1동 1625번지 1호 해양빌딩 501호","서울특별시 서초구 사임당로 50 (서초동, 해양빌딩 501호)","137878","엔자임뷰티안마원","20121026104326","I","2018-08-31 23:59:59.0","안마원","201306.275742835","442909.692373918","안마원","1","","","","","3","","147.3",
"1717","의료유사업","01_01_10_P","3210000","PHMB420123210034042400001","20120621","","03","폐업","03","폐업","20130430","20130408","20131008","","597-0990","","137876","서울특별시 서초구 서초3동 1589번지 11호 3.4층","서울특별시 서초구 반포대로14길 40 (서초동, 3,4층)","137876","로마안마시술소","20130430173751","I","2018-08-31 23:59:59.0","안마시술소","201101.301962757","442611.066504981","안마시술소","4","","","","","15","","582.14",
"1718","의료유사업","01_01_10_P","3210000","PHMB420133210034042400001","20130426","","03","폐업","03","폐업","20140814","","","","532-5630","","137839","서울특별시 서초구 방배4동 872번지 7호 2층","서울특별시 서초구 서초대로 91, 2층 (방배동)","137839","약손안마원","20140814143334","I","2018-08-31 23:59:59.0","안마원","199244.449666733","442814.656180223","안마원","1","","","","","5","","90",
