name,addr,phone,x,y,NAVER_addr
행복한지압안마원,"경기도 의정부시 오목로225번길 141, 206호 (민락동)",852-0688,127.0954666,37.7454697,경기도 의정부시 오목로225번길 141
오엠티(OMT)안마원,"경기도 의정부시 평화로 220, 212호 (호원동, 브랜드상설매장)",031-877-1275,127.0480552,37.7116086,경기도 의정부시 평화로 220
큐안마시술소,전라북도 군산시 하나운안1길 8-3 (나운동),063-467-8113,126.6944290,35.9632710,전라북도 군산시 하나운안1길 8-3 뉴월드안마시술소
일침당안마시술소,충청남도 공주시 금성길 8-4 (금성동),855-1296,127.1236969,36.4607310,충청남도 공주시 금성길 8-4
으뜸힐링안마원,"경기도 성남시 수정구 위례광장로 27, 으뜸프라자 3층 302호 (창곡동)",031-723-9777,127.1401074,37.4669488,경기도 성남시 수정구 위례광장로 27 으뜸프라자
곽노학바우처안마원,"충청남도 아산시 어의정로65번길 28, 삼미공사 (온천동)",,127.0046602,36.7767126,충청남도 아산시 어의정로65번길 28 삼미공사
명가약손안마원,충청북도 청주시 청원구 율봉로176번길 47 (율량동),,127.4883536,36.6666347,충청북도 청주시 청원구 율봉로176번길 47
나인안마시술소,"서울특별시 강남구 언주로90길 12, 6~8층 (역삼동)",508-0025,127.0441474,37.5023045,서울특별시 강남구 언주로90길 12 역삼동빌딩
다향휴안마센터,전라남도 보성군 보성읍 현충로 44-12,,127.0783438,34.7651905,전라남도 보성군 보성읍 현충로 44-12
포항이동안마원,"경상북도 포항시 남구 대이로 93, 2층 (대잠동)",610-7575,129.3405019,36.0234444,경상북도 포항시 남구 대이로 93
몸편한안마원,"대구광역시 달서구 달구벌대로 1545, 골든뷰 메디타워 603호 (죽전동)",,128.5360949,35.8503551,대구광역시 달서구 달구벌대로 1545 골든뷰 메디타워
남해최고지압원,"경상남도 남해군 남해읍 화전로43번길 7, 상하이반점",055-862-5775,127.8946256,34.8344943,경상남도 남해군 남해읍 화전로43번길 7 상하이반점
바른척추안마원,"서울특별시 강서구 공항대로 227, 마곡센트럴타워Ⅰ 406호 (마곡동)",0236647572,126.8326863,37.5596003,서울특별시 강서구 공항대로 227 마곡센트럴타워Ⅰ
무성지압안마원,경상북도 구미시 봉곡남로9길 3 (봉곡동),,128.3093632,36.1498642,경상북도 구미시 봉곡남로9길 3
탁터안마원,경상북도 구미시 신시로10길 13-1 (송정동),,128.3404529,36.1151014,경상북도 구미시 신시로10길 13-1
장안마원,경상북도 구미시 인동중앙로10길 19 (인의동),054-472-6600,128.4246661,36.1085889,경상북도 구미시 인동중앙로10길 19
몸사랑경락안마원,"경상북도 구미시 상사서로 223, 1층 (사곡동)",054-463-8259,128.3571024,36.1016712,경상북도 구미시 상사서로 223
인동안마원,경상북도 구미시 인동중앙로7길 11 (황상동),054-473-9875,128.4214188,36.1086921,경상북도 구미시 인동중앙로7길 11
시원지압안마원,경상북도 구미시 구미중앙로 23-1 (원평동),054-444-5575,128.3260302,36.1312784,경상북도 구미시 구미중앙로 23-1
용궁안마시술소,대구광역시 달서구 와룡로 95 (본리동),522-0030,128.5364734,35.8412864,대구광역시 달서구 와룡로 95
수안마원,"인천광역시 남동구 논고개로 120 (논현동, 논현프라자 502호)",432-9823,126.7244157,37.4020230,인천광역시 남동구 논고개로 120 논현프라자
아나파전통안마원,"인천광역시 남동구 백범로 376 (간석동, 도시타워)",446-1269,126.7094961,37.4666914,인천광역시 남동구 백범로 376 도시타워
동방활법안마원,인천광역시 남동구 용천로 104-1 (구월동),469-6249,126.7149115,37.4589498,인천광역시 남동구 용천로 104-1
실로암지압안마원,"경기도 수원시 팔달구 중부대로239번길 58 (우만동,2층)",031-217-7790,127.0424580,37.2780294,경기도 수원시 팔달구 중부대로239번길 58
엔돌핀안마원,"경기도 수원시 팔달구 중부대로 54, 2층 (인계동)",031-233-7774,127.0228186,37.2753309,경기도 수원시 팔달구 중부대로 54
드림안마원,"경기도 수원시 영통구 매봉로35번길 16-6, 1층 (매탄동)",031-893-7575,127.0521583,37.2715355,경기도 수원시 영통구 매봉로35번길 16-6
고경환지압안마원,"경기도 수원시 팔달구 덕영대로697번길 17, 504-2호 (화서동, 그린프라자)",031-255-3337,126.9909523,37.2849413,경기도 수원시 팔달구 덕영대로697번길 17 그린프라자
원안마원,경기도 수원시 팔달구 경수대로507번길 12-14 (인계동),031-234-2655,127.0278632,37.2720399,경기도 수원시 팔달구 경수대로507번길 12-14
썸안마시술소,"경기도 김포시 김포한강9로75번길 66, 4층 (구래동)",,126.6217340,37.6430447,경기도 김포시 김포한강9로75번길 66
늘함안마원,"서울특별시 송파구 오금로13길 22, 3층 (방이동)",02-424-3313,127.1101464,37.5137203,서울특별시 송파구 오금로13길 22
예손지압안마원,"경기도 고양시 덕양구 삼송로 12, 반도유스퀘어 805호 일부호 (원흥동)",031-967-8208,126.8755307,37.6496167,경기도 고양시 덕양구 삼송로 12 반도 유스퀘어
대천안마원,"충청남도 보령시 대흥로 53, 2층 (대천동)",931-6667,126.5926899,36.3499549,충청남도 보령시 대흥로 53 한의원
김제시민안마원,전라북도 김제시 화동길 47 (요촌동),063-546-8275,126.8903432,35.7990877,전라북도 김제시 화동길 47
콕콕지압안마원,"대구광역시 수성구 청수로26길 36, 한성스퀘어 4동 402호 (두산동)",053-259-5454,128.6220839,35.8380669,대구광역시 수성구 청수로26길 36 한성스퀘어
정안마원,"경기도 안양시 동안구 관평로182번길 30, 한솔빌딩 407호 (관양동)",031-423-5115,126.9621632,37.3934749,경기도 안양시 동안구 관평로182번길 30 한솔빌딩
경북안마원,경상북도 경주시 강동면 강동로 23,,129.2739245,35.9879219,경상북도 경주시 강동면 강동로 23
지호지압안마원,서울특별시 동대문구 고산자로 459 (제기동),,127.0382054,37.5806660,서울특별시 동대문구 고산자로 459
보은통증지압안마원,"대전광역시 동구 동산초교로 29, 1층 (홍도동)",042-631-7374,127.4260923,36.3465905,대전광역시 동구 동산초교로 29
진흥안마원,충청북도 충주시 국원대로 140-1 (연수동),043-852-7888,127.9285511,36.9840791,충청북도 충주시 국원대로 140-1
성진안마원,"대전광역시 동구 흥룡로71번길 99, 2층 (가양동)",,127.4485590,36.3533230,대전광역시 동구 흥룡로71번길 99
닥터수안마원,"서울특별시 종로구 대학로12길 69, 4층 (동숭동)",02-743-2333,127.0039781,37.5810130,서울특별시 종로구 대학로12길 69 태원빌딩
우리건강안마원,"서울특별시 강남구 학동로6길 12, 205호 (논현동)",02-517-1033,127.0238932,37.5108730,서울특별시 강남구 학동로6길 12
건강우리지압원,"부산광역시 남구 못골번영로 11, 5층 (대연동, 성산빌딩)",051-626-7575,129.0889406,35.1361685,부산광역시 남구 못골번영로 11
베스트약손,"전라남도 목포시 둥근섬로35번길 1, 1층 2호 (산정동)",,126.3987406,34.7903836,전라남도 목포시 둥근섬로35번길 1
도원안마시술소,서울특별시 은평구 증산로 465 (신사동),02-3151-0777,126.9151019,37.5977535,서울특별시 은평구 증산로 465
동경안마시술소,"경기도 화성시 동탄중심상가2길 29, 302~304호 (반송동, 세림프라자)",031-8058-1331,127.0738772,37.2061486,경기도 화성시 동탄중심상가2길 29 세림프라자
뉴허브안마시술소,경기도 수원시 장안구 송원로 39 (송죽동),031-243-1210,127.0067635,37.2991823,경기도 수원시 장안구 송원로 39 월드타워
프로힐링지압안마원,"경기도 수원시 장안구 경수대로 940, 513호 (조원동, 일호골든타워1)",031-252-7975,127.0080449,37.3031483,경기도 수원시 장안구 경수대로 940 일호골든타워
경기안마원,경기도 수원시 권선구 정조로 575 (세류동),031-233-8438,127.0127929,37.2603371,경기도 수원시 권선구 정조로 575
100세안마지압원,경기도 수원시 장안구 정조로945번길 24 (영화동),031-242-0506,127.0105989,37.2914559,경기도 수원시 장안구 정조로945번길 24
웰빙카페지압안마원,"경기도 수원시 권선구 곡선로50번길 33, 4층 (곡반정동)",,127.0291641,37.2373591,경기도 수원시 권선구 곡선로50번길 33
참손길지압안마원,"서울특별시 영등포구 여의대방로 375, 아일렉스타워 4층 401, 402호 (여의도동)",02-1544-3057,126.9307891,37.5189066,서울특별시 영등포구 여의대방로 375 아일렉스타워
라파힐링케어안마원,"경기도 고양시 일산동구 강석로 145, 고양축협 마두지점 2층 201호 (마두동)",031-901-4789,126.7779253,37.6535041,경기도 고양시 일산동구 강석로 145 고양축협 마두지점
수안마시술소,"경기도 성남시 분당구 돌마로 85, 8층 (금곡동, 동양프라자 )",031-711-4929,127.1113450,37.3503901,경기도 성남시 분당구 돌마로 85
늘푸른남양주안마원,"경기도 남양주시 경춘로 1298, 혜림빌딩 301호 (평내동)",,127.2368308,37.6491325,경기도 남양주시 경춘로 1298 혜림빌딩
더 바디 테라피,"울산광역시 북구 명촌5길 5-3, JH빌딩 2층 (진장동)",289-5111,129.3574422,35.5578418,울산광역시 북구 명촌5길 5-3 JH빌딩
원마루안마원,충청북도 청주시 서원구 원마루로14번길 10 (분평동),,127.4960535,36.6095332,충청북도 청주시 서원구 원마루로14번길 10
강남건강안마센터,"서울특별시 강남구 개포로 615, 석탑프라자 603, 604호 (개포동)",02-451-6010,127.0756013,37.4926645,서울특별시 강남구 개포로 615 석탑프라자
오학안마원,"경기도 여주시 여양로 222-3, 1층 (천송동)",031-884-2999,127.6493285,37.3028620,경기도 여주시 여양로 222-3
광주안마,경기도 광주시 경안로 13-7 (경안동),031-767-1141,127.2596100,37.4093303,경기도 광주시 경안로 13-7
메디칼지압안마원,"서울특별시 구로구 구로동로26길 8, 기산빅프라자 7층 (구로동)",02-855-7576,126.8847379,37.4902569,서울특별시 구로구 구로동로26길 8 기산빅프라자
핑클안마시술소,대구광역시 달서구 와룡로 45 (본동),525-4523,128.5365716,35.8367847,대구광역시 달서구 와룡로 45
강안마지압원,경상남도 사천시 사천읍 사천읍성로 16,,128.0860115,35.0851212,경상남도 사천시 사천읍 사천읍성로 16 노래방기기전문점
몸편한약손약발지압원,부산광역시 연제구 고분로13번길 61-3 (연산동),051-864-3617,129.0857020,35.1883310,부산광역시 연제구 고분로13번길 61-3
바른몸약손안마원,경상남도 통영시 광도면 죽림2로 76-163,055-642-2002,128.4211930,34.8774297,경상남도 통영시 광도면 죽림2로 76-163
클린안마센터제서울7호점 안마원,"서울특별시 도봉구 해등로 118, 상가동 205호 (창동, 상아1차아파트)",02-907-1116,127.0424203,37.6541696,서울특별시 도봉구 해등로 118 상아1차아파트
서광민속안마원,"경기도 안산시 상록구 각골로 68-1, 3층 (본오동)",,126.8729475,37.2955663,경기도 안산시 상록구 각골로 68-1
김포보건힐링안마원,"경기도 김포시 유현로 52, 프라임빌복합상가 206호 (풍무동)",,126.7277369,37.5968024,경기도 김포시 유현로 52 프라임빌복합상가
묘한안마원,"서울특별시 도봉구 마들로 724, 223호 (도봉동, 도봉한양수자인)",,127.0476640,37.6745449,서울특별시 도봉구 마들로 724 도봉한양수자인
태양안마원,"경기도 고양시 덕양구 호국로 798, 삼성홈타워오피스텔 상가 204호 (성사동)",031-965-1888,126.8371369,37.6570445,경기도 고양시 덕양구 호국로 798 삼성홈타워오피스텔
안산보건안마원센터,"경기도 안산시 상록구 광덕1로 386, 캠퍼스타운 409호 (이동)",,126.8524502,37.3084611,경기도 안산시 상록구 광덕1로 386 캠퍼스타운
건강지압안마원 손길,"광주광역시 광산구 첨단강변로 95, 3층 302호 (쌍암동)",971-9975,126.8524630,35.2151964,광주광역시 광산구 첨단강변로 95
건강보건안마원,"충청남도 당진시 당진중앙2로 59-9, 1층 (읍내동)",041-355-8808,126.6285387,36.8928626,충청남도 당진시 당진중앙2로 59-9
승록자극요법안마원,서울특별시 성동구 금호산9가길 34 (금호동3가),02-2238-9087,127.0188274,37.5518601,서울특별시 성동구 금호산9가길 34 금화아트빌
오스마일안마원,인천광역시 미추홀구 신기길 28 (주안동),,126.6764718,37.4469404,인천광역시 미추홀구 신기길 28
건강지압안마원,울산광역시 울주군 온양읍 태화7길 36,,129.2793656,35.4148432,울산광역시 울주군 온양읍 태화7길 36 석류빌
수안마시술소,"강원도 원주시 장미공원길 16 (단계동,5층)",033-742-5445,127.9334260,37.3468096,강원도 원주시 장미공원길 16
모어안마시술소,서울특별시 강남구 테헤란로33길 13-6 (역삼동),587-5096,127.0388023,37.5027190,서울특별시 강남구 테헤란로33길 13-6
대명안마원,강원도 삼척시 대학로 17-19 (성내동),033-575-9588,129.1628110,37.4425275,강원도 삼척시 대학로 17-19 연지
춘강안마원,"서울특별시 서초구 효령로21길 10, 1층 (방배동, 자이빌리지)",02-3471-7734,126.9928304,37.4806613,서울특별시 서초구 효령로21길 10 자이빌리지
건강나라안마원 구암역점,"대구광역시 북구 태암남로 10, 영광빌딩 5층 (태전동)",0532171371,128.5485282,35.9252844,대구광역시 북구 태암남로 10
바른체형안마원,"경상북도 안동시 경동로 159, 1층 (송현동)",,128.6791787,36.5750263,경상북도 안동시 경동로 159
오행침안마원,강원도 인제군 기린면 기린로 47-1,461-5758,128.3181707,37.9564618,강원도 인제군 기린면 기린로 47-1
바른마사지마마안마원,"서울특별시 마포구 양화로 68, 2층 (서교동)",365-2225,126.9160844,37.5507578,서울특별시 마포구 양화로 68
맑은손안마원,"서울특별시 마포구 양화로3길 37, 2층 (합정동)",02-336-8753,126.9112176,37.5505639,서울특별시 마포구 양화로3길 37
늘편한안마원,"대전광역시 동구 옥천로 183, 209호 (판암동)",042-286-1113,127.4602549,36.3179242,대전광역시 동구 옥천로 183
썸안마시술소,"서울특별시 금천구 가산로 144, 2.3층 (가산동)",02-895-5125,126.8911749,37.4781956,서울특별시 금천구 가산로 144
마음가득안마원,"강원도 춘천시 춘천로 312, 4층 404호호 (후평동)",033-252-6619,127.7476984,37.8816992,강원도 춘천시 춘천로 312
바른자세고정안마원,"제주특별자치도 서귀포시 태평로 520, 2층 (동홍동)",,126.5729776,33.2508691,제주특별자치도 서귀포시 태평로 520
길지압안마원,대전광역시 중구 대종로 669 (중촌동),223-0690,127.4120289,36.3395101,대전광역시 중구 대종로 669
이선생안마원,"대전광역시 서구 탄방로7번길 132, 1층 (탄방동)",042-322-7288,127.3959909,36.3479685,대전광역시 서구 탄방로7번길 132
천궁안마시술소,경기도 성남시 수정구 산성대로283번길 6-8 (신흥동),031-735-6906,127.1487934,37.4419901,경기도 성남시 수정구 산성대로283번길 6-8
신세계지압안마원,"대구광역시 서구 서대구로42길 34-1, 1층 (평리동)",,128.5587434,35.8769793,대구광역시 서구 서대구로42길 34-1
이브안마시술소,충청남도 천안시 서북구 검은들1길 20 (불당동),041-522-4954,127.1102028,36.8113154,충청남도 천안시 서북구 검은들1길 20 메디컬타워
S안마시술소,"경기도 이천시 부발읍 경충대로 2096-23, 지하1층",,127.4904883,37.2529345,경기도 이천시 부발읍 경충대로 2096-23
가나안지압안마원,"인천광역시 남동구 남동대로 890, 탑메디칼빌딩 501호 (간석동)",032-427-1015,126.7086711,37.4618407,인천광역시 남동구 남동대로 890 탑메디칼빌딩
중앙건강안마원,"서울특별시 서초구 서초중앙로22길 105, 3층 (서초동)",,127.0195744,37.4945383,서울특별시 서초구 서초중앙로22길 105
약손안마지압원(마사지),"전라남도 화순군 화순읍 중앙로 14, 2층",061-371-7588,126.9828177,35.0603152,전라남도 화순군 화순읍 중앙로 14
통증잡는백경안마원,"전라북도 군산시 월명로 233, 204호 (수송동, 효원월드타워)",063-468-1444,126.7151200,35.9648049,전라북도 군산시 월명로 233 효원월드타워
뉴몸튼튼안마원,"대구광역시 달서구 월성로 20, 건도파라다이스 3층 303-2호 (월성동)",,128.5331508,35.8315758,대구광역시 달서구 월성로 20 건도파라다이스
시마안마,충청남도 당진시 송악읍 반촌로 168-1 (시마안마),041-352-8070,126.7010264,36.9037905,충청남도 당진시 송악읍 반촌로 168-1 힐튼장
동광지압안마원,"부산광역시 중구 동광길 47, 3층 (동광동5가)",051-468-2285,129.0345361,35.1048967,부산광역시 중구 동광길 47
서도지압원,"전라북도 전주시 완산구 용머리로 36, 서도프라자 8층 804호 (효자동1가)",,127.1144062,35.8054176,전라북도 전주시 완산구 용머리로 36 서도프라자
두드림안마원,"부산광역시 사하구 낙동대로450번길 12, 2층 (당리동)",051-201-0440,128.9702333,35.1057892,부산광역시 사하구 낙동대로450번길 12
참조은지압안마원,"인천광역시 부평구 경원대로 1264, 4층 (부평동)",032-434-8484,126.7100628,37.4893338,인천광역시 부평구 경원대로 1264
다좋은행복안마원,인천광역시 미추홀구 주안로 75 (주안동),,126.6780318,37.4643397,인천광역시 미추홀구 주안로 75
쵸이스안마시술소,"광주광역시 서구 상무연하로 27, 지상3층 (치평동)",062-383-9710,126.8499145,35.1506735,광주광역시 서구 상무연하로 27 동원빌딩
뉴동아안마시술소,전라북도 전주시 완산구 한두평2길 12 (중화산동2가),227-2544,127.1242927,35.8134249,전라북도 전주시 완산구 한두평2길 12
신동만안마원,"서울특별시 동대문구 경동시장로 11, 2층 (제기동)",,127.0405989,37.5799091,서울특별시 동대문구 경동시장로 11
으뜸안마원,전라북도 익산시 인북로 46-1 (인화동1가),,126.9511015,35.9333903,전라북도 익산시 인북로 46-1 호산나주단
강남힐링지압안마원,"부산광역시 부산진구 전포대로300번길 20, 301호 (전포동)",051-805-2816,129.0662399,35.1645664,부산광역시 부산진구 전포대로300번길 20
세븐안마시술소,대전광역시 유성구 온천서로 30 (봉명동),042-825-4420,127.3402781,36.3567909,대전광역시 유성구 온천서로 30
가가보건안마원,서울특별시 서초구 동광로12가길 12 (방배동),,126.9841780,37.4874532,서울특별시 서초구 동광로12가길 12
청담안마지압원,"부산광역시 부산진구 새싹로 83-2, B동 2층 (부암동)",051-802-7999,129.0532632,35.1642347,부산광역시 부산진구 새싹로 83-2
초이스안마,경기도 평택시 안중읍 안중로 140,070-4503-2440,126.9319041,36.9887904,경기도 평택시 안중읍 안중로 140
감초안마원,"경상북도 포항시 북구 새천년대로 1055, 201호 (창포동)",246-2301,129.3708303,36.0630621,경상북도 포항시 북구 새천년대로 1055
시각복지안마원,인천광역시 미추홀구 경원대로640번길 26-17 (관교동),032-426-8575,126.6953261,37.4406861,인천광역시 미추홀구 경원대로640번길 26-17
건강을주는안마원,"인천광역시 미추홀구 토금북로 46, 2층 (용현동)",032-881-3575,126.6390595,37.4534541,인천광역시 미추홀구 토금북로 46
조은아침지압원,"인천광역시 미추홀구 독배로 380, 2층 (용현동)",032-891-7777,126.6487778,37.4536768,인천광역시 미추홀구 독배로 380
건강하세요 안마원,"인천광역시 미추홀구 소성로 177, 동호빌딩 4층 (학익동)",032-874-8757,126.6680491,37.4416569,인천광역시 미추홀구 소성로 177 동호빌딩
휴 안마시술소,"경기도 포천시 소흘읍 솔모루로 106, 4층",,127.1488734,37.8304333,경기도 포천시 소흘읍 솔모루로 106 루시나산부인과병원
국가대표안마원,"인천광역시 남동구 논고개로123번길 35 (논현동, 칼리오페 406호)",817-6725,126.7220901,37.4015154,인천광역시 남동구 논고개로123번길 35 칼리오페
바른자세안마원,"인천광역시 계양구 경명대로 1138, 동남빌딩 5층 (계산동)",545-8235,126.7333378,37.5428008,인천광역시 계양구 경명대로 1138
부천보건지압안마센터,"경기도 부천시 상동로 69  (상동,새롬프라자 15차 304호)",321-7954,126.7522343,37.5037563,경기도 부천시 상동로 69 새롬프라자(15차)
밝은세상안마원 대명역점,"대구광역시 남구 대명로 67, 5층 (대명동, 프라임빌딩)",053-655-8885,128.5648880,35.8396014,대구광역시 남구 대명로 67
체리안마시술소,경기도 용인시 처인구 중부대로 1491 (김량장동),031-336-2539,127.2099779,37.2333928,경기도 용인시 처인구 중부대로 1491
오케이 지압 안마원,"인천광역시 중구 제물량로 103, 2층 (신흥동1가)",032-777-7858,126.6316039,37.4680719,인천광역시 중구 제물량로 103
달구벌안마센터안마원,"대구광역시 달서구 달구벌대로 1870, 5층 (두류동)",053-556-2224,128.5692133,35.8609662,대구광역시 달서구 달구벌대로 1870
박기관안마지압원,"부산광역시 서구 해안새벽시장길 48, 2층 (충무동1가)",051-242-9955,129.0249666,35.0941701,부산광역시 서구 해안새벽시장길 48
뉴제주안마원,"제주특별자치도 제주시 도령로 140, 2층 201호 (연동, 삼무스위트빌)",064-747-8893,126.4919760,33.4931582,제주특별자치도 제주시 도령로 140 삼무스위트빌
힐링약손안마원,서울특별시 강북구 도봉로 34-8 (미아동),02-6368-6111,127.0308153,37.6122736,서울특별시 강북구 도봉로 34-8
송정보건안마원,"광주광역시 광산구 광산로30번길 67, 1층 (송정동)",062-942-0086,126.7979708,35.1371412,광주광역시 광산구 광산로30번길 67
힐링안마원,"경기도 광명시 범안로 1008, 녹원토피아빌딩 302호 (하안동)",02-897-1919,126.8757531,37.4600008,경기도 광명시 범안로 1008 녹원토피아빌딩
힐링스토리,"서울특별시 광진구 자양로16길 22, 2층 (자양동)",02-3436-7582,127.0850624,37.5363227,서울특별시 광진구 자양로16길 22
대한보건안마원,충청북도 제천시 내토로 481 (화산동),,128.2106068,37.1286846,충청북도 제천시 내토로 481
안마수기치유센터,"광주광역시 서구 월드컵4강로 191, 1층 (쌍촌동)",062-373-7775,126.8692502,35.1532393,광주광역시 서구 월드컵4강로 191
자연재생 힐링원,광주광역시 북구 하백로6번길 18 (매곡동),,126.8924302,35.1879191,광주광역시 북구 하백로6번길 18
덕소안마원,"경기도 남양주시 와부읍 수레로 12, 2층",031-577-2230,127.2135157,37.5867016,경기도 남양주시 와부읍 수레로 12
장수건강안마원,"경기도 남양주시 금곡로 50, 302호 (금곡동, 대성빌딩)",031-559-4788,127.2085906,37.6338078,경기도 남양주시 금곡로 50 대성빌딩
진주성안마원,"경상남도 진주시 북장대로59번길 16, 1층 (봉곡동)",,128.0717878,35.1950102,경상남도 진주시 북장대로59번길 16
건강안마원,경상남도 의령군 의령읍 의병로15길 3,573-0088,128.2586850,35.3196037,경상남도 의령군 의령읍 의병로15길 3
약손안마원,"전라남도 해남군 해남읍 중앙2로 39, SK텔레콤",0615334660,126.5982068,34.5701449,전라남도 해남군 해남읍 중앙2로 39 SK텔레콤
늘푸른안마원,"서울특별시 동대문구 망우로21가길 4, 2층층 (휘경동)",,127.0624868,37.5906525,서울특별시 동대문구 망우로21가길 4
미소건강안마원,"대구광역시 달서구 밤골1길 3, 1층 (두류동)",053-562-3330,128.5689974,35.8607108,대구광역시 달서구 밤골1길 3
힐링안마,"경상북도 경산시 경안로39길 31, 101호 (중방동)",053-801-6633,128.7341359,35.8233439,경상북도 경산시 경안로39길 31
금정안마시술소,"경기도 군포시 군포로 733, 8,9층 (금정동, SH빌딩)",,126.9433330,37.3706853,경기도 군포시 군포로 733 S.H빌딩
건강사랑지압안마원,"부산광역시 동구 중앙대로 181, 3층 (초량동)",051-204-3312,129.0386074,35.1136094,부산광역시 동구 중앙대로 181
미건 약손 지압센타,"광주광역시 서구 하남대로 700, 대영빌딩 3층 302호 (동천동)",062-528-7575,126.8692021,35.1714370,광주광역시 서구 하남대로 700 대영빌딩
가장좋은날 안마지압원,"부산광역시 사하구 승학로71번길 30, 110동 303호 (당리동, 당리푸르지오)",051-205-7577,128.9770189,35.1047274,부산광역시 사하구 승학로71번길 30 당리푸르지오
황용진안마원,강원도 춘천시 옛경춘로 334 (칠전동),033)251-9989,127.6928657,37.8451452,강원도 춘천시 옛경춘로 334
백진안마원,"부산광역시 영도구 태종로 98, 502호 (대교동2가, 모닝아일랜드)",051-412-1010,129.0414763,35.0912131,부산광역시 영도구 태종로 98 모닝아일랜드
한국전통지압원,"부산광역시 동래구 사직북로 3, 사직동백진빌딩 5층 (사직동)",051-507-2116,129.0606482,35.1961787,부산광역시 동래구 사직북로 3 사직동백진빌딩
웰빙안마원,대구광역시 남구 명덕로 46 (대명동),053-652-7575,128.5758606,35.8591764,대구광역시 남구 명덕로 46
건강드림안마원,"제주특별자치도 제주시 도령로 31, 2층 203호 (노형동)",,126.4821306,33.4878720,제주특별자치도 제주시 도령로 31
짱구안마시술소,"경기도 용인시 수지구 풍덕천로190번길 21, 2,3층 (풍덕천동)",031-276-2789,127.1024356,37.3246929,경기도 용인시 수지구 풍덕천로190번길 21 다우
체형밸런스요법안마원,"서울특별시 서초구 서초대로54길 24, 601호 동측 일부 (서초동)",02-3446-2808,127.0159664,37.4931403,서울특별시 서초구 서초대로54길 24
KSS 근력강화 지압원,"울산광역시 남구 장검1길 21-16, 표현평면회화미술학원 (무거동)",,129.2560381,35.5534118,울산광역시 남구 장검1길 21-16 표현평면회화미술학원
비너스안마시술소,전라북도 익산시 인북로4길 21-1 (인화동1가),063-843-9553,126.9520915,35.9302167,전라북도 익산시 인북로4길 21-1 인터넷모텔
약손안마지압원,강원도 평창군 진부면 진부중앙로 99,033-332-7588,128.5606385,37.6398108,강원도 평창군 진부면 진부중앙로 99
약손안마원,"경기도 여주시 청심로 106, 1층 (하동)",031-882-0975,127.6320287,37.2991080,경기도 여주시 청심로 106
위드지압원,"부산광역시 부산진구 동평로420번길 13, 4층 (양정동)",051-852-7566,129.0701839,35.1725380,부산광역시 부산진구 동평로420번길 13
통영지압안마원,경상남도 통영시 당동길 4 (당동),055-648-8771,128.4092982,34.8367806,경상남도 통영시 당동길 4
캡틴안마시술소,"광주광역시 서구 상무연하로 43, 지상4,5층 (치평동)",,126.8499166,35.1522094,광주광역시 서구 상무연하로 43 삼복빌딩
다나안마원,경상북도 영천시 상록4길 66 (야사동),,128.9427941,35.9741643,경상북도 영천시 상록4길 66
광천명인지압안마원,인천광역시 연수구 새말로 107 (연수동),814-1239,126.6811838,37.4186672,인천광역시 연수구 새말로 107
휴림지압안마원,"경기도 군포시 번영로 498, 산본빌딩 7층 701,702호 (금정동)",,126.9329082,37.3573967,경기도 군포시 번영로 498 산본빌딩
바른몸건강지킴이안마원,"부산광역시 수영구 연수로401번길 4, 4층 (수영동)",051-761-1188,129.1135134,35.1687307,부산광역시 수영구 연수로401번길 4
새힘힐링안마원,"서울특별시 광진구 능동로39길 9, 2층 (중곡동)",02-452-0691,127.0795640,37.5584367,서울특별시 광진구 능동로39길 9
부일지압안마원,"경기도 부천시 자유로 68, 1층 일부호 (심곡본동)",032-346-6665,126.7835313,37.4834031,경기도 부천시 자유로 68 심곡본동 근린생활시설
진지압안마원,"광주광역시 광산구 광산로 9, 2층 (송정동)",,126.7930524,35.1378014,광주광역시 광산구 광산로 9
수안마시술소,"경기도 용인시 수지구 풍덕천로 149, 601호 (풍덕천동, 현대그린프라자)",,127.0975921,37.3246176,경기도 용인시 수지구 풍덕천로 149 현대그린프라자
부산안마지압원,"부산광역시 남구 고동골로4번길 17, 3층 (문현동)",051-463-5459,129.0722005,35.1375322,부산광역시 남구 고동골로4번길 17
참좋은안마원,"대구광역시 동구 동촌로 245, 5층 (방촌동)",053-262-9378,128.6670803,35.8810442,대구광역시 동구 동촌로 245
신기한손안마원,"경기도 용인시 기흥구 구갈로28번길 23, 명지빌딩 202호 (구갈동)",,127.1140635,37.2776865,경기도 용인시 기흥구 구갈로28번길 23 명지빌딩
어울림지압원,"부산광역시 남구 못골로12번길 35, 6층 2호 (대연동)",051-907-8478,129.0857478,35.1355082,부산광역시 남구 못골로12번길 35
최용석안마원,경상남도 합천군 합천읍 중앙로 33-32,055-934-0470,128.1576971,35.5631639,경상남도 합천군 합천읍 중앙로 33-32
샘안마시술소,대전광역시 중구 문창로 88 (문창동),252-5893,127.4327610,36.3209001,대전광역시 중구 문창로 88
바디케어지압원,"부산광역시 부산진구 가야대로 525, 3층 (가야동)",051-909-0365,129.0294499,35.1537950,부산광역시 부산진구 가야대로 525
라파지압안마원,"대전광역시 서구 한밭대로 701, 2층 (월평동)",042-488-8277,127.3769235,36.3581669,대전광역시 서구 한밭대로 701 갤러리빌 럭스
오성안마원,"강원도 횡성군 횡성읍 화성로 3, 2층",033-345-0975,127.9877374,37.4915078,강원도 횡성군 횡성읍 화성로 3
