번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보(x),좌표정보(y),의료유사업종별명,종업원수,자격증소유자수,보조종업원수,시설관리자수,기타종업원수,병상수,욕실면적,총면적
1889,의료유사업,01_01_10_P,4520000,PHMB420184520031042400002,20180530,,1,영업/정상,13,영업중,,,,,,,,,"충청남도 아산시 충무로 58, 1층 (권곡동)",31515,약손물리안마원,2.01806E+13,I,59:59.0,안마원,200471.9248,364989.7275,안마원,2,,,,,1,,31.79
1890,의료유사업,01_01_10_P,4520000,PHMB420184520031042400003,20180625,,1,영업/정상,13,영업중,,,,,,,,충청남도 아산시 온천동 300번지 5호,"충청남도 아산시 충무로40번길 4, B동 1층 (온천동)",31514,사랑안마원,2.01806E+13,I,59:59.0,안마원,200442.1266,364783.6144,안마원,0,,,,,,,63
1891,의료유사업,01_01_10_P,4520000,PHMB420164520031042400001,20160614,,1,영업/정상,13,영업중,,,,,548-8338,,,충청남도 아산시 온천동 84번지 4호,"충청남도 아산시 청운로 69, 2층 (온천동)",31514,아산건강안마원,2.01606E+13,I,59:59.0,안마원,200578.0915,364629.2819,안마원,1,,,,,,,85.74
1892,의료유사업,01_01_10_P,4520000,PHMB420174520031042400002,20171102,,1,영업/정상,13,영업중,,,,,070-8892-0260,,,충청남도 아산시 배방읍 장재리 1802번지,"충청남도 아산시 배방읍 희망로46번길 46-8, 4,5층",31470,스머프안마시술소,2.02111E+13,U,40:00.0,안마시술소,209552,365222,안마시술소,3,0,0,0,0,30,0,329.3
1893,의료유사업,01_01_10_P,4520000,PHMB420184520031042400001,20180125,,1,영업/정상,13,영업중,,,,,041-549-6226,,,충청남도 아산시 권곡동 530번지 2호,충청남도 아산시 삼동로86번길 25-17 (권곡동),31522,맑은손안마원,2.01904E+13,U,40:00.0,안마원,201221.3529,365236.2064,안마원,2,,,,,,,129.6
1894,의료유사업,01_01_10_P,4520000,PHMB420044520031042400001,20040119,,1,영업/정상,13,영업중,,20200629,20210129,,545-6011,,336010,충청남도 아산시 온천동 82번지 7호,충청남도 아산시 충무로8번길 19 (온천동),31514,아산안마시술소,2.0211E+13,U,40:00.0,안마시술소,200571.3439,364787.7261,안마시술소,2,0,0,0,0,11,0,478.68
1895,의료유사업,01_01_10_P,4520000,PHMB420114520031042400001,20110818,,1,영업/정상,13,영업중,,,,,,,336857,"충청남도 아산시 배방읍 장재리 1779번지 MS프라자 4,5층","충청남도 아산시 배방읍 고속철대로 77, 4,5층 (MS프라자)",336857,뉴펄안마시술소,2.02202E+13,U,40:00.0,안마시술소,,,안마시술소,3,0,0,0,0,24,0,822.75
1896,의료유사업,01_01_10_P,4520000,PHMB420134520031042400001,20130122,,1,영업/정상,13,영업중,,,,,041-544-0055,,336070,충청남도 아산시 방축동 22번지 4호 1층,"충청남도 아산시 신정호길38번길 64 (방축동, 1층)",31563,온양보건안마원,2.01303E+13,I,59:59.0,안마원,198614.2948,364496.0105,안마원,2,,,,,,0,195.73
1897,의료유사업,01_01_10_P,4520000,PHMB420134520031042400002,20130412,,1,영업/정상,13,영업중,,,,,041-549-7975,,,충청남도 아산시 온천동 299번지 8호 온양빌딩,"충청남도 아산시 충무로 40, 온양빌딩 2층 (온천동)",31514,장수안마원,2.01808E+13,I,59:59.0,안마원,200434.0198,364808.9571,안마원,1,,,,,4,0,198.34
1898,의료유사업,01_01_10_P,4520000,PHMB420174520031042400001,20170302,,1,영업/정상,13,영업중,,,,,,,,충청남도 아산시 온천동 2666 삼미공사,"충청남도 아산시 어의정로65번길 28, 삼미공사 (온천동)",31573,곽노학바우처안마원,2.0201E+13,U,40:00.0,안마원,200415.1106,364233.8734,안마원,,,,,,,,126.1
1899,의료유사업,01_01_10_P,4490000,PHMB420074490042042400003,20070912,,1,영업/정상,13,영업중,,20201005,20201203,,041-592-2111,,331945,충청남도 천안시 서북구 쌍용1동 210번지 23호,충청남도 천안시 서북구 차돌들길 8 (쌍용동),31180,삐에로안마시술소,2.02012E+13,U,40:00.0,안마시술소,211485.183,366279.8767,안마시술소,4,0,0,0,0,24,0,815.49
1900,의료유사업,01_01_10_P,4490000,PHMB420104490042042400002,20100329,,1,영업/정상,13,영업중,,,,,576-7942,,331969,"충청남도 천안시 서북구 성정1동 733번지 10호 1,2,3,4층","충청남도 천안시 서북구 양지10길 60 (성정동,1,2,3,4층)",,포인트안마시술소,2.02202E+13,U,40:00.0,안마시술소,212493.8471,367919.8847,안마시술소,2,0,0,0,0,27,0,770.16
1901,의료유사업,01_01_10_P,4490000,PHMB420104490042042400003,20100416,,1,영업/정상,13,영업중,,,,,041-573-8890,,331091,충청남도 천안시 서북구 쌍용1동 980번지 1층,"충청남도 천안시 서북구 미라12길 4 (쌍용동,1층)",,힐링조이천안건강안마센터,2.01908E+13,U,40:00.0,안마원,211422.8682,367069.3407,안마원,1,0,0,0,0,2,0,113.16
1902,의료유사업,01_01_10_P,4490000,PHMB420094490042042400003,20090903,,1,영업/정상,13,영업중,,,,,571-1180,,330100,충청남도 천안시 동남구 봉명동 42번지 19호 2층,"충청남도 천안시 동남구 봉정로 35 (봉명동,2층)",,김성기지압안마원,2.01509E+13,I,59:59.0,안마원,212367.9777,367117.0856,안마원,4,0,0,0,0,0,0,86.4
1903,의료유사업,01_01_10_P,4490000,PHMB420124490261042400002,20120601,,1,영업/정상,13,영업중,,,,,041-522-4954,,331982,충청남도 천안시 서북구 불당동 705번지,충청남도 천안시 서북구 검은들1길 20 (불당동),31163,이브안마시술소,2.02004E+13,U,40:00.0,안마시술소,209764.1787,367772.3828,안마시술소,2,0,0,0,0,13,0,408
1904,의료유사업,01_01_10_P,4490000,PHMB420094490042042400002,20090416,,1,영업/정상,13,영업중,,,,,041-572-9730,,331949,충청남도 천안시 서북구 쌍용1동 877번지 1호,충청남도 천안시 서북구 봉명로 18 (쌍용동),31155,주민보건안마센터,2.01612E+13,I,59:59.0,안마원,211554.44,367352.375,안마원,2,0,0,0,0,0,0,168.98
1905,의료유사업,01_01_10_P,4490000,PHMB420034490042042400001,20030218,,1,영업/정상,13,영업중,,,,,041-579-5879,,331171,충청남도 천안시 서북구 성정1동 732번지 5호,충청남도 천안시 서북구 봉정로 125-1 (성정동),,호두안마시술소,2.02201E+13,U,40:00.0,안마시술소,212535.2381,368004.491,안마시술소,3,0,0,0,0,27,0,823.68
1906,의료유사업,01_01_10_P,4490000,PHMB420034490042042400003,20031119,,1,영업/정상,13,영업중,,,,,902-9090,,,충청남도 천안시 서북구 성정동 1390번지,"충청남도 천안시 서북구 성정공원5로 63 (성정동, 리치프라자2)",31110,콜라안마시술소,2.02107E+13,U,40:00.0,안마시술소,212826.0055,369615.1365,안마시술소,4,0,0,0,0,20,0,811.57
1907,의료유사업,01_01_10_P,4500000,PHMB419914500029042400001,19910814,,1,영업/정상,13,영업중,,,,,855-1296,,,충청남도 공주시 금성동 20-1,충청남도 공주시 금성길 8-4 (금성동),32538,일침당안마시술소,2.0201E+13,U,40:00.0,안마원,211021.5375,328871.3678,안마원,1,,,,,1,,1
1908,의료유사업,01_01_10_P,4500000,PHMB420154500029042400001,20150112,,1,영업/정상,13,영업중,,,,,041-852-9878,,,,충청남도 공주시 봉황로 150 (교동),32541,공주건강안마센터,2.02206E+13,U,40:00.0,안마원,210830.821,328736.4347,안마원,6,0,0,0,0,0,0,116
1909,의료유사업,01_01_10_P,4530000,PHMB420134530030042400001,20140228,,1,영업/정상,13,영업중,,,,,041-663-9297,,,,"충청남도 서산시 시장2로 32, 1층 (동문동)",31981,건강약손안마원,2.01612E+13,I,59:59.0,안마원,151580.904,364751.4015,안마원,1,,,,,2,,83
1910,의료유사업,01_01_10_P,4530000,PHMB420164530030042400001,20160122,,1,영업/정상,13,영업중,,,,,664-9987,,,,"충청남도 서산시 시장6로 38 (동문동, 서성빌딩4층)",31981,건강백세안마원,2.02206E+13,U,40:00.0,안마원,151553.5345,364752.8638,안마원,3,0,0,0,0,5,0,158.67
1911,의료유사업,01_01_10_P,4530000,PHMB420164530030042400002,20161017,,1,영업/정상,13,영업중,,,,,041-688-7599,,,충청남도 서산시 해미면 반양리 424번지 22호,충청남도 서산시 해미면 서문4길 35,31960,힐링안마원,2.01708E+13,I,59:59.0,안마원,159267.3603,357411.1785,안마원,0,,,,,2,,89.89
1912,의료유사업,01_01_10_P,4530000,PHMB420174530030042400002,20170417,,1,영업/정상,13,영업중,,,,,041-667-6608,,,,충청남도 서산시 대사동4길 2 (동문동),31982,가나안보건안마원,2.01811E+13,U,40:00.0,안마원,151522.1259,364850.1147,안마원,0,,,,,7,,124.6
1913,의료유사업,01_01_10_P,4490000,PHMB420184490260042400001,20180227,,1,영업/정상,13,영업중,,,,,041-566-1275,,,,"충청남도 천안시 동남구 청수14로 102, 608호 (청당동)",31198,두드림안마원,2.01803E+13,I,59:59.0,안마원,,,안마원,1,0,0,0,0,1,0,45.84
1914,의료유사업,01_01_10_P,4500000,PHMB420154500029042400002,20150813,,1,영업/정상,13,영업중,,,,,041-881-3642,,,,충청남도 공주시 신관로 69-11 (신관동),32587,삼손안마원,2.02206E+13,U,40:00.0,안마원,212150.5967,329790.254,안마원,2,0,0,0,0,0,0,78.97
1915,의료유사업,01_01_10_P,4490000,PHMB420184490260042400002,20180710,,1,영업/정상,13,영업중,,,,,041-522-4646,,,충청남도 천안시 동남구 영성동 9번지 6호,"충청남도 천안시 동남구 중앙로 65, 2층 (영성동)",31131,태양보건바우처지압 안마원,2.01807E+13,I,59:59.0,안마원,213530.6919,366990.1183,안마원,2,0,0,0,0,3,0,99.13
1916,의료유사업,01_01_10_P,4000000,PHMB420084000018042400002,20081114,,1,영업/정상,13,영업중,,,,,031-376-7579,,447140,경기도 오산시 궐동 78번지 7호 보화빌딩 2층,"경기도 오산시 오산로 347, 2층 (궐동, 보화빌딩)",18115,엔돌핀안마원,2.01301E+13,I,59:59.0,안마원,205870.8756,406201.0004,안마원,1,,,,,1,,99.87
1917,의료유사업,01_01_10_P,4070000,PHMB420094070023042400001,20090922,,1,영업/정상,13,영업중,,20190403,20190603,,634-8323,,467010,경기도 이천시 창전동 463-2,경기도 이천시 중리천로97번길 53 (창전동),17370,로또안마시술소,2.02203E+13,U,40:00.0,안마시술소,239630.1879,419921.7243,안마시술소,4,0,0,0,0,25,107.4,774.5
1918,의료유사업,01_01_10_P,4170000,PHMB420144170019042400001,20140422,,1,영업/정상,13,영업중,,,,,773-7687,,,경기도 양평군 지평면 지평리 511-3,경기도 양평군 지평면 지평로 398,12541,양평헬스케어안마원,2.02101E+13,U,40:00.0,안마원,256267.7734,441656.8242,안마원,1,,,,,1,,38.43
1919,의료유사업,01_01_10_P,3820000,PHMB420183820050042400001,20180704,,1,영업/정상,13,영업중,,,,,031-871-5015,,,,경기도 의정부시 가능로74번길 39-18 (의정부동),11665,가능안마원,2.01807E+13,I,59:59.0,안마원,203443.0056,471380.1642,안마원,1,,,,,3,,53.01
1920,의료유사업,01_01_10_P,3820000,PHMB420153820050042400006,20151223,,1,영업/정상,13,영업중,,,,,856-8822,,,경기도 의정부시 의정부동 406번지 4호,"경기도 의정부시 가능로 78, 2층 (의정부동)",11663,건강약손지압안마원,2.02011E+13,U,40:00.0,안마원,203420.1673,471575.9719,안마원,1,,,,,3,,80.72
1921,의료유사업,01_01_10_P,3820000,PHMB420163820050042400001,20160727,,1,영업/정상,13,영업중,,,,,873-0153,,,경기도 의정부시 호원동 50번지 17호,"경기도 의정부시 외미로 104-12, 4층 (호원동, 유타상가)",11638,힐링스토리안마원,2.02011E+13,U,40:00.0,안마원,204046.1973,469024.6521,안마원,3,,,,,3,,70.56
1922,의료유사업,01_01_10_P,3820000,PHMB420163820050042400002,20191030,,1,영업/정상,13,영업중,,,,,826-1213,,,경기도 의정부시 의정부동 492번지 12호 중앙오피스텔,"경기도 의정부시 둔야로 20, 중앙오피스텔 3층 (의정부동)",11650,킹안마시술소,2.0191E+13,U,40:00.0,안마시술소,203470.46,470579.1045,안마시술소,3,,,,,5,12.28,334.45
1923,의료유사업,01_01_10_P,5700000,PHMB420155700008042400001,20150601,,1,영업/정상,13,영업중,,,,,031-883-8799,,,,경기도 여주시 대신면 여양로 1484,12610,건강 지압 안마원,2.01506E+13,I,59:59.0,안마원,251684.9207,430604.361,안마원,1,,,,,,,115.5
1924,의료유사업,01_01_10_P,5700000,PHMB420094110016042400001,20121101,,1,영업/정상,13,영업중,,20181210,20181226,,318853179,,,경기도 여주시 창동 138번지,"경기도 여주시 여흥로 88, 3,4층 (창동)",12627,나이스안마시술소,2.02108E+13,U,40:00.0,안마시술소,256055.6055,421700.8215,안마시술소,3,0,0,0,0,8,82,470.02
1925,의료유사업,01_01_10_P,5600000,PHMB419955600005042400001,19950616,,1,영업/정상,13,영업중,,,,,031-543-6969,,,경기도 포천시 소흘읍 송우리 128번지 4호,"경기도 포천시 소흘읍 솔모루로 84, 2,3층",11174,큐안마시술소,2.02204E+13,U,40:00.0,안마시술소,212912.2804,480679.925,안마시술소,2,0,0,0,0,15,0,369.21
1926,의료유사업,01_01_10_P,5600000,PHMB420095600005042400002,20090714,,1,영업/정상,13,영업중,,,,,031-532-0982,,,경기도 포천시 영북면 운천리 483번지 2호,"경기도 포천시 영북면 영북로 219, 1층",11105,대산안마원,2.0191E+13,U,40:00.0,안마원,223882.2486,510134.2041,안마원,1,,,,,2,,85
1927,의료유사업,01_01_10_P,5600000,PHMB420145600005042400001,20140424,,1,영업/정상,13,영업중,,,,,,,,,경기도 포천시 소흘읍 송우로 65,11177,솔모루지압안마원,2.01405E+13,I,59:59.0,안마원,212396.1571,480765.8497,안마원,,,,,,,,60.31
1928,의료유사업,01_01_10_P,5600000,PHMB420165600005042400001,20161121,,1,영업/정상,13,영업중,,,,,,,,경기도 포천시 소흘읍 송우리 105번지 6호 루시나산부인과병원,"경기도 포천시 소흘읍 솔모루로 106, 4층",11174,휴 안마시술소,2.02002E+13,U,40:00.0,안마시술소,213044.2113,480881.2957,안마시술소,2,,,,,13,,304.13
1929,의료유사업,01_01_10_P,3820000,PHMB420053820050042400002,20050830,,1,영업/정상,13,영업중,,,,,877-1960,,480010,"경기도 의정부시 의정부동 490번지 4호 외 1필지 삼승빌딩 5,6층","경기도 의정부시 둔야로17번길 32, 5,6층 (의정부동, 삼승빌딩)",11649,신데렐라안마시술소,2.02103E+13,U,40:00.0,안마시술소,203292.944,470571.8372,안마시술소,6,,,,,24,,828.9
1930,의료유사업,01_01_10_P,3820000,PHMB420103820050042400001,20100705,,1,영업/정상,13,영업중,,,,,031-853-5675,,480865,경기도 의정부시 금오동 473번지 2호 금오삼성프라자 402호,"경기도 의정부시 청사로 41, 402호 (금오동, 금오삼성프라자)",11757,시온안마원,2.01406E+13,I,59:59.0,안마원,206073.2892,472165.0768,안마원,1,,,,,5,,89.28
1931,의료유사업,01_01_10_P,3820000,PHMB420103820050042400003,20101005,,1,영업/정상,13,영업중,,,,,031-878-9888,,480841,경기도 의정부시 의정부동 131번지 1호 지상2층,"경기도 의정부시 시민로 134, 2층 (의정부동)",11697,맑은손안마원,2.02011E+13,U,40:00.0,안마원,204334.8382,470597.275,안마원,1,,,,,6,,111.44
1932,의료유사업,01_01_10_P,3820000,PHMB419983820050042400001,20190306,,1,영업/정상,13,영업중,,,,,031-829-7767,,480849,경기도 의정부시 의정부동 507번지 5호,경기도 의정부시 신흥로239번길 9 (의정부동),11650,덕구안마시술소,2.02206E+13,U,40:00.0,안마시술소,203690.376,470556.762,안마시술소,6,0,0,0,0,24,0,774.28
1933,의료유사업,01_01_10_P,3820000,PHMB420043820050042400001,20190820,,1,영업/정상,13,영업중,,,,,031-853-6464,,,경기도 의정부시 금오동 473번지 3호 신세계프라자,"경기도 의정부시 청사로 37, 신세계프라자 9층 901호 (금오동)",11757,브이(V)안마시술소,2.0211E+13,U,40:00.0,안마시술소,206087.8601,472116.5731,안마시술소,2,0,0,0,0,26,0,823.66
1934,의료유사업,01_01_10_P,3820000,PHMB420163820050042400003,20160930,,1,영업/정상,13,영업중,,,,,852-0688,,,경기도 의정부시 민락동 808-3 206호,"경기도 의정부시 오목로225번길 141, 206호 (민락동)",11813,행복한지압안마원,2.02011E+13,U,40:00.0,안마원,208342.5031,471448.1287,안마원,1,,,,,4,,81.6
1935,의료유사업,01_01_10_P,3820000,PHMB420113820050042400001,20111005,,1,영업/정상,13,영업중,,,,,031-877-1275,,480856,경기도 의정부시 호원동 455번지 5호 브랜드상설매장,"경기도 의정부시 평화로 220, 212호 (호원동, 브랜드상설매장)",11710,오엠티(OMT)안마원,2.02011E+13,U,40:00.0,안마원,204170.1479,467650.3516,안마원,1,,,,,2,,55
1936,의료유사업,01_01_10_P,3820000,PHMB420143820050042400001,20140417,,1,영업/정상,13,영업중,,,,,031-872-9257,,480841,경기도 의정부시 의정부동 138번지 29호 202호,"경기도 의정부시 평화로484번길 7, 202호 (의정부동)",11697,황토마을 지압안마원,2.02011E+13,U,40:00.0,안마원,204200.0904,470322.168,안마원,1,,,,,4,,44.82
1937,의료유사업,01_01_10_P,3820000,PHMB420143820050042400003,20141229,,1,영업/정상,13,영업중,,,,,031-837-7075,,480856,"경기도 의정부시 호원동 430번지 우성아파트 상가동 210,211,212호","경기도 의정부시 평화로 360, 상가동 210,211,212호 (호원동, 우성아파트)",11706,늘사랑약손안마원,2.02011E+13,U,40:00.0,안마원,204233.295,469011.775,안마원,1,,,,,6,,81
1938,의료유사업,01_01_10_P,3820000,PHMB420153820050042400002,20150507,,1,영업/정상,13,영업중,,,,,842-7755,,480833,경기도 의정부시 신곡동 676번지 14호,"경기도 의정부시 추동로5번길 23, 지층 (신곡동)",11740,성심무병프로젝트지압안마원,2.02011E+13,U,40:00.0,안마원,204890.925,471256.7049,안마원,1,,,,,2,,60.7
1939,의료유사업,01_01_10_P,3330000,PHMB420193330024042400001,20190322,,1,영업/정상,13,영업중,,,,,,,,,"부산광역시 해운대구 해운대해변로 203, 오션타워 521호 (우동)",48093,동방 제이씨(JC) 안마원,2.01903E+13,I,20:08.0,안마원,396180.6212,186522.3505,안마원,,,,,,1,,39.06
1940,의료유사업,01_01_10_P,6510000,PHMB420196510096042400001,20190311,,1,영업/정상,13,영업중,,,,,,,,제주특별자치도 제주시 연동 283번지 24호 연동빌딩,"제주특별자치도 제주시 노연로 117, 연동빌딩 2층 (연동)",63123,곶자왈지압안마원,2.01903E+13,I,21:48.0,안마원,152770.3199,-1039.207668,안마원,,,,,,,,252.29
1941,의료유사업,01_01_10_P,5090000,PHMB420195090024042400001,20190312,,1,영업/정상,13,영업중,,,,,,,,경상북도 영주시 문정동 646번지 1호 영주청정한우식육식당,"경상북도 영주시 가흥로2번길 223, 영주청정한우식육식당 (문정동)",36142,제일안마원,2.01903E+13,U,40:00.0,안마원,342198.5126,367154.4074,안마원,1,,,,,,,95.67
1942,의료유사업,01_01_10_P,5080000,PHMB420195080035042400002,20190312,,1,영업/정상,13,영업중,,,,,,,,,경상북도 구미시 인동32길 7 (진평동),39411,숲안마시술소,2.01905E+13,U,40:00.0,안마시술소,328876.2333,289459.7053,안마시술소,2,,,,,10,,413.24
1943,의료유사업,01_01_10_P,4090000,PHMB420194090023042400001,20190423,,1,영업/정상,13,영업중,,,,,,,,경기도 김포시 마산동 624번지 2호 1층,"경기도 김포시 김포한강7로22번길 174-106, 1층 (마산동)",10067,금파지압안마원,2.02012E+13,U,40:00.0,안마원,168386.5647,460041.6208,안마원,1,,,,,,,79.3
1944,의료유사업,01_01_10_P,3670000,PHMB420193670022042400001,20190415,,1,영업/정상,13,영업중,,,,,,,,대전광역시 유성구 학하동 772번지 2호,"대전광역시 유성구 학하동로63번길 70, 1층 (학하동)",34213,어깨동무안마원,2.01904E+13,I,20:31.0,안마원,228102.6848,315233.0683,안마원,,,,,,,,39.96
1945,의료유사업,01_01_10_P,3600000,PHMB420193600020042400002,20190524,,1,영업/정상,13,영업중,,,,,,,,광주광역시 서구 쌍촌동 1245번지 11호,"광주광역시 서구 운천로114번길 5, 1층 (쌍촌동)",62023,오행지압안마원,2.01905E+13,I,20:55.0,안마원,187035.1679,182661.7201,안마원,,,,,,1,,26.4
1946,의료유사업,01_01_10_P,3510500,PHMB420193510513042400001,20190503,,1,영업/정상,13,영업중,,,,,032-874-8757,,,인천광역시 미추홀구 학익동 251번지 18호 동호빌딩,"인천광역시 미추홀구 소성로 177, 동호빌딩 4층 (학익동)",22221,건강하세요 안마원,2.02002E+13,U,40:00.0,안마원,170555.7514,437770.2993,안마원,4,,,,,4,,183.26
1947,의료유사업,01_01_10_P,3510500,PHMB420193510513042400002,20190503,,1,영업/정상,13,영업중,,,,,032-881-3575,,,인천광역시 미추홀구 용현동 611번지 1호,"인천광역시 미추홀구 토금북로 46, 2층 (용현동)",22187,건강을주는안마원,2.02002E+13,U,40:00.0,안마원,167995.558,439092.6214,안마원,2,,,,,4,,109.43
1948,의료유사업,01_01_10_P,4620000,PHMB420194620040042400001,20190412,,1,영업/정상,13,영업중,,,,,,,,충청남도 태안군 태안읍 남문리 149번지 14호,"충청남도 태안군 태안읍 동백로 255, 2층",32143,백화안마원,2.01904E+13,I,20:20.0,안마원,137319.583,361256.652,안마원,,,,,,2,,48.54
1949,의료유사업,01_01_10_P,5020000,PHMB420195020056042400001,20190523,,1,영업/정상,13,영업중,,,,,283-8575,,,경상북도 포항시 북구 죽도동 615번지 10호,"경상북도 포항시 북구 중흥로226번길 7, 1층 (죽도동)",37780,행복지압안마원,2.01905E+13,I,20:57.0,안마원,412625.0886,282886.2187,안마원,1,,,,,2,,66
1950,의료유사업,01_01_10_P,5110000,PHMB420195110034042400001,20190515,,1,영업/정상,13,영업중,,,,,,,,,경상북도 상주시 상서문3길 80 (남성동),37199,청춘힐링안마원,2.01905E+13,I,20:50.0,안마원,303599.3603,324296.3112,안마원,1,,,,,1,,67.12
1951,의료유사업,01_01_10_P,3470000,PHMB420193470022042400001,20190614,,1,영업/정상,13,영업중,,,,,053-635-8335,,,대구광역시 달서구 상인동 1547번지 3호,"대구광역시 달서구 상화북로 220-1, 1층 (상인동)",42813,강남지압안마원,2.01906E+13,I,21:18.0,안마원,339937.8076,258301.9552,안마원,1,,,,,,,119.56
1952,의료유사업,01_01_10_P,3830000,PHMB420183830262042400001,20181116,,1,영업/정상,13,영업중,,,,,031-444-8566,,,경기도 안양시 만안구 안양동 782번지 68호 PROJECT 240 TOWER 1105호,"경기도 안양시 만안구 병목안로 2, PROJECT 240 TOWER 11층 1105호 (안양동)",14001,참조은안마원,2.01811E+13,I,21:14.0,안마원,192836.1727,433096.9585,안마원,1,,,,,2,0,42.75
1953,의료유사업,01_01_10_P,3480000,PHMB420193480012042400001,20190614,,1,영업/정상,13,영업중,,,,,053-614-2626,,,대구광역시 달성군 유가읍 봉리 606번지 2호,"대구광역시 달성군 유가읍 테크노중앙대로 240, 한라하우젠트상가 3층 306호",43018,웅s의 몸사랑이야기,2.01906E+13,I,21:37.0,안마원,331904,244538,안마원,1,,,,,,,101.33
1954,의료유사업,01_01_10_P,3030000,PHMB420223030033042400001,20220419,,1,영업/정상,13,영업중,,,,,02-2298-8259,,,서울특별시 성동구 응봉동 265-19,"서울특별시 성동구 독서당로59다길 12, B01호 (응봉동)",4719,힐링숲안마원,2.02204E+13,I,22:33.0,안마원,202685.3642,450069.1744,안마원,3,0,0,0,0,2,0,32.74
1955,의료유사업,01_01_10_P,3470000,PHMB420153470022042400004,20150414,,1,영업/정상,13,영업중,,,,,053-562-3330,,,대구광역시 달서구 두류동 840번지 82호,"대구광역시 달서구 밤골1길 3, 1층 (두류동)",42661,미소건강안마원,2.02001E+13,U,40:00.0,안마원,341641.1989,263428.2954,안마원,1,,,,,,,60
1956,의료유사업,01_01_10_P,3470000,PHMB420043470022042400001,20040916,,1,영업/정상,13,영업중,,,,,526-8424,,704914,대구광역시 달서구 본리동 377번지 1호,대구광역시 달서구 와룡로 98 (본리동),42684,에이스안마시술소,2.02201E+13,U,40:00.0,안마시술소,338829.1155,261228.7724,안마시술소,2,0,0,0,0,10,0,324.13
1957,의료유사업,01_01_10_P,3470000,PHMB420043470022042400003,20041012,,1,영업/정상,13,영업중,,,,,522-0030,,704120,대구광역시 달서구 본리동 380번지 4호,대구광역시 달서구 와룡로 95 (본리동),704914,용궁안마시술소,2.0201E+13,U,40:00.0,안마시술소,338748.7629,261211.7967,안마시술소,2,,,,,10,,264.6
1958,의료유사업,01_01_10_P,3470000,PHMB420063470022042400004,20060712,,1,영업/정상,13,영업중,,,,,568-8080,,704948,대구광역시 달서구 호산동 714번지 2호 (3층),"대구광역시 달서구 달서대로95길 14, 3층 (호산동)",42713,알라딘안마시술소,2.02107E+13,U,40:00.0,안마시술소,334556.8198,261231.6665,안마시술소,2,0,0,0,0,8,0,347.49
1959,의료유사업,01_01_10_P,3470000,PHMB420053470022042400003,20051201,,1,영업/정상,13,영업중,,,,,581-2350,,704141,대구광역시 달서구 이곡동 1222번지,대구광역시 달서구 달구벌대로251안길 29 (이곡동),42612,홍콩안마시술소,2.01812E+13,U,40:00.0,안마시술소,335913.906,262492.1408,안마시술소,2,,,,,22,,464.7
1960,의료유사업,01_01_10_P,3470000,PHMB420043470022042400004,20040413,,1,영업/정상,13,영업중,,,,,525-4523,,704350,대구광역시 달서구 본동 737번지,대구광역시 달서구 와룡로 45 (본동),,핑클안마시술소,2.02007E+13,U,40:00.0,안마시술소,338763.9968,260713.1144,안마시술소,2,,,,,13,,390.9
1961,의료유사업,01_01_10_P,3470000,PHMB420103470022042400002,20100413,,1,영업/정상,13,영업중,,,,,053-637-2755,,704817,대구광역시 달서구 상인2동 1469번지 3호 (2층),"대구광역시 달서구 상원로 22-10, 2층 (상인동)",42791,대진안마원,2.02201E+13,U,40:00.0,안마원,338858.176,257936.1427,안마원,1,0,0,0,0,0,0,79.3
1962,의료유사업,01_01_10_P,3470000,PHMB420103470022042400003,20100723,,1,영업/정상,13,영업중,,,,,053-202-6699,,704940,대구광역시 달서구 이곡2동 1220번지 3층,"대구광역시 달서구 이곡서로 15, 3층 (이곡동)",42612,알프스안마시술소,2.01906E+13,U,40:00.0,안마시술소,335894.3985,262555.23,안마시술소,2,,,,,5,,344
1963,의료유사업,01_01_10_P,3470000,PHMB420123470022042400001,20120726,,1,영업/정상,13,영업중,,,,,655-9933,,704814,대구광역시 달서구 상인1동 1517번지 상인영남화성타운상가 107동 207-1호,"대구광역시 달서구 상인서로 76, 107동 207-1호 (상인동, 상인영남화성타운상가)",42807,상인건강안마원,2.01207E+13,I,59:59.0,안마원,339393.0126,258572.0198,안마원,1,,,,,,,38
1964,의료유사업,01_01_10_P,3470000,PHMB420143470022042400001,20140619,,1,영업/정상,13,영업중,,,,,,,,대구광역시 달서구 월성동 275번지 2호 건도파라다이스,"대구광역시 달서구 월성로 20, 건도파라다이스 3층 303-2호 (월성동)",42728,뉴몸튼튼안마원,2.02004E+13,U,40:00.0,안마원,338479.4207,260129.5161,안마원,4,,,,,3,,115.7
1965,의료유사업,01_01_10_P,3470000,PHMB420153470022042400001,20150209,,1,영업/정상,13,영업중,,,,,053-563-3375,,,대구광역시 달서구 본동 1149번지 1호,"대구광역시 달서구 학산로 127, 1,2층 (본동)",42733,송원지압안마원,2.01904E+13,U,40:00.0,안마원,339115.495,260394.4126,안마원,3,,,,,,,102.29
