name,addr,phone,link,region,x,y,NAVER_addr
건강100세안마원,"경기도 남양주시 화도읍 마석우리288-7, 2층",031-559-0119,http://www.anmawon.com/FindShop/Detail?shopId=031-0214,경기,127.3098345,37.6521369,경기도 남양주시 화도읍 마석중앙로 91
건강드림안마원,경기도 고양시 일산동구 정발산동 1139 석우빌딩 502호,031-921-2001,http://www.anmawon.com/FindShop/Detail?shopId=031-0011,경기,126.7762173,37.6743832,경기도 고양시 일산동구 일산로 460 석우빌딩
건강백세지압안마원(수원),"경기도 수원시 장안구 영화동 345-3, 2동",031-242-0506,http://www.anmawon.com/FindShop/Detail?shopId=031-0063,경기,127.0106291,37.2914156,경기도 수원시 장안구 정조로945번길 24
건강안마원(수원),경기도 수원시 팔달구 우만동 527-34,031-212-7722,http://www.anmawon.com/FindShop/Detail?shopId=031-0176,경기,127.030758,37.2825366,경기도 수원시 팔달구 팔달문로 135
건강약손지압안마원,"경기도 의정부시 의정부동 406-4, 2층",031-856-8822,http://www.anmawon.com/FindShop/Detail?shopId=031-0121,경기,127.0395895,37.7466575,경기도 의정부시 가능로 78
건강지압교정안마원,"경기도 수원시 권선구 금곡동 240-27, 1층",031-294-7585,http://www.anmawon.com/FindShop/Detail?shopId=031-0218,경기,126.9577583,37.2698891,경기도 수원시 권선구 금호로 57
건강지압안마원,"경기 안산시 상록구 본오3동 덕암빌딩 873-9 202, 203호",031-409-8575,http://www.anmawon.com/FindShop/Detail?shopId=031-0080,경기,126.876052,37.2902799,경기도 안산시 상록구 본삼로 45 덕암빌딩
건강지압안마원(여주),"경기도 여주시 대신면 율촌리 363-15, 덕암빌딩 2층",031-883-8799,http://www.anmawon.com/FindShop/Detail?shopId=031-0099,경기,127.5835069,37.373332,경기도 여주시 대신면 여양로 1484
경기안마원,"경기도 수원시 권선구 세류3동 477-14, 1층",031-233-8438,http://www.anmawon.com/FindShop/Detail?shopId=031-0058,경기,127.01275,37.2603669,경기도 수원시 권선구 정조로 575
경락약손치료안마원,"경기도 시흥시 정왕동 1728-20, 407호",031-432-6282,http://www.anmawon.com/FindShop/Detail?shopId=031-0073,경기,126.7339281,37.3460772,경기도 시흥시 중심상가로 161 그라미아빌딩
경안지압안마원,"경기도 안양시 동안구 관양동 1474-10, 2층",031-423-3171,http://www.anmawon.com/FindShop/Detail?shopId=031-0201,경기,126.9718644,37.404503,경기도 안양시 동안구 관악대로 442
고경환 지압안마원,"경기도 수원시 팔달구 화서2동 644-5, 그린프라자 5층",031-255-3337,http://www.anmawon.com/FindShop/Detail?shopId=031-0068,경기,126.9910674,37.2849952,경기도 수원시 팔달구 덕영대로697번길 17 그린프라자
광명바른손안마원,경기도 광명시 철산동 441 그랜드프라자 5층,02.2612.1255,http://www.anmawon.com/FindShop/Detail?shopId=031-0144,경기,126.8705587,37.474515,경기도 광명시 디지털로33번길 5
교하보건 안마원,"경기도 파주시 청석로 272(동패동), 센터프라자 405호",031-944-9967,http://www.anmawon.com/FindShop/Detail?shopId=031-0223,경기,126.717702,37.7261179,경기도 파주시 청석로 272 센타프라자1
국가대표안마센터 김포점,"경기도 김포시 김포한강8로 382(구래동), 고은메디타워 505호",031-997-8187,http://www.anmawon.com/FindShop/Detail?shopId=031-0033,경기,126.6266123,37.6435559,경기도 김포시 김포한강8로 382
국가대표안마원,"경기도 부천시 중동 1141-1, 무광오피스빌딩 4층",032-327-8575,http://www.anmawon.com/FindShop/Detail?shopId=031-0173,경기,126.7728441,37.5028999,경기도 부천시 길주로 276 무광오피스빌딩
그린힐마사지지압안마원,"경기 군포시 금정동 870-8, 그린힐스포츠센터 지하1층",031-396-8770,http://www.anmawon.com/FindShop/Detail?shopId=031-0032,경기,126.9375659,37.3566508,경기도 군포시 산본로 276
금손지압안마원,경기도 남양주시 별내동 1008 쎈타프라자 901호,010-9251-2978,http://www.anmawon.com/FindShop/Detail?shopId=031-0234,경기,127.124981,37.6464215,경기도 남양주시 별내2로 64 쎈타프라자
금오힐링수안마원,"경기도 의정부시 신곡동 761-1, 금오센타프라자 7층금오센타프라자 7층",031-851-2044,http://www.anmawon.com/FindShop/Detail?shopId=031-0195,경기,127.0698855,37.749537,경기도 의정부시 청사로5번길 8-17 센타프라자
금파경락지압아마원,"경기도 김포시 김포한강7로22번길 174-106, 1층",031-984-4022,http://www.anmawon.com/FindShop/Detail?shopId=031-0160,경기,126.6425533,37.642225,경기도 김포시 김포한강7로22번길 174-106
김승곤지압안마원,"경기도 안양시 만안구 안양동 534, 엘리제빌리지 212호",010-2732-4875,http://www.anmawon.com/FindShop/Detail?shopId=031-0186,경기,126.933791,37.3848325,경기도 안양시 만안구 안양로 110 엘리제빌리지
김포보건힐링안마원,"경기도 김포시 풍무동 532-3, 프라임빌복합상가 2층 206호",010-4422-8255,http://www.anmawon.com/FindShop/Detail?shopId=031-0205,경기,126.7277976,37.5968543,경기도 김포시 유현로 52 프라임빌복합상가
나은힐링안마원,"경기도 용인시 기흥구 죽전로 29, 포레스트프라자 7층",031-889-6699,http://www.anmawon.com/FindShop/Detail?shopId=031-0190,경기,127.1120832,37.3207465,경기도 용인시 기흥구 죽전로 29 포레스트프라자
나음안마원,"경기도 평택시 합정동 746-8, 3층",031-692-4252,http://www.anmawon.com/FindShop/Detail?shopId=031-0129,경기,127.093579,36.9915524,경기도 평택시 평택3로 28
내손안마원,"경기도 의왕시 포일동 662, 파레사타워 401호",031-422-3507,http://www.anmawon.com/FindShop/Detail?shopId=031-0110,경기,126.9847629,37.3959701,경기도 의왕시 포일세거리로 3 파레사타워
네이버 안마원,"경기도 부천시 원미구 중동 1145-2, 네이버시티빌딩 2층",032-321-9717,http://www.anmawon.com/FindShop/Detail?shopId=031-0039,경기,126.7716324,37.5012028,경기도 부천시 중동로248번길 52 네이버시티빌딩
뉴부일지압안마원,"경기도 부천시 심곡본동 554-3, 2층",032-655-8275,http://www.anmawon.com/FindShop/Detail?shopId=031-0050,경기,126.7848133,37.4831954,경기도 부천시 경인로 263
늘사랑약손안마원,"경기도 의정부시 호원동 430, 우성아파트 상가 210,211호",031-837-7075,http://www.anmawon.com/FindShop/Detail?shopId=031-0116,경기,127.0487993,37.7235824,경기도 의정부시 평화로322번길 52 호원3차우성아파트
늘푸른남양주안마원,"경기도 남양주시 평내동 203-2, 혜림빌딩 3층 301호",031-591-5950,http://www.anmawon.com/FindShop/Detail?shopId=031-0165,경기,127.2369922,37.6494396,경기도 남양주시 경춘로 1298 혜림빌딩
다나건강안마원,"경기도 광명시 광명동 208-8, 1층",02-2617-6600,http://www.anmawon.com/FindShop/Detail?shopId=031-0156,경기,126.8503745,37.4779507,경기도 광명시 너부대로 46
다나안마원,"경기도 고양시 덕양구 주교동 621, 우담빌딩 2층",031-966-8576,http://www.anmawon.com/FindShop/Detail?shopId=031-0019,경기,126.8382256,37.6591419,경기도 고양시 덕양구 마상로 140 임성빌딩
다나지압안마원,"경기도 의정부시 용현동 554-7, 경은빌딩 4층",031-853-0112,http://www.anmawon.com/FindShop/Detail?shopId=031-0211,경기,127.0874296,37.737585,경기도 의정부시 충의로 62
다산지압안마원,"경기도 남양주시 다산동 4135-5, 2층",031-555-0875,http://www.anmawon.com/FindShop/Detail?shopId=031-0161,경기,127.1566572,37.6052438,경기도 남양주시 경춘로 380 대진빌딩
다온 안마원,경기도 안산시 상록구 이동 716-1 삼성프라자 1층,031-439-1919,http://www.anmawon.com/FindShop/Detail?shopId=031-0219,경기,126.8526222,37.3079614,경기도 안산시 상록구 중보로 55 삼성프라자
대산안마원,경기 포천시 영북면 운천리483-1외 1필지1층,031-532-0982,http://www.anmawon.com/FindShop/Detail?shopId=031-0130,경기,127.273152,38.0936744,경기도 포천시 영북면 영북로 217
덕계지압안마원,경기도 양주시 덕계동 451-29,031-858-8088,http://www.anmawon.com/FindShop/Detail?shopId=031-0010,경기,127.048833,37.8208813,경기도 양주시 평화로1466번길 8
덕소안마원,"경기도 남양주시 와부읍 수레로 12, 2층",031-577-2230,http://www.anmawon.com/FindShop/Detail?shopId=031-0162,경기,127.2135157,37.5867016,경기도 남양주시 와부읍 수레로 12
동두천안마원,경기도 동두천시 생골로 16(생연동),031-865-7852,http://www.anmawon.com/FindShop/Detail?shopId=031-0037,경기,127.0597571,37.9001597,경기도 동두천시 생골로 16
동인보건 안마원,경기도 광주시 목동 392-10 동인요양원 지하 1층,031-797-5501,http://www.anmawon.com/FindShop/Detail?shopId=031-0226,경기,127.1949006,37.3825305,경기도 광주시 목동길46번길 28 동인요양원
동탄보건안마원,"경기도 화성시 동탄대로19길 10(오산동), 신유메디프라자 703,704호",031-372-7791,http://www.anmawon.com/FindShop/Detail?shopId=031-0238,경기,127.0977682,37.1971942,경기도 화성시 동탄대로19길 10
동화안마원,"경기도 화성시 봉담읍 동화리 600-6, 지존타워 402호",031-278-5741,http://www.anmawon.com/FindShop/Detail?shopId=031-0137,경기,126.9593576,37.2164562,경기도 화성시 봉담읍 동화길 93-6
두손지압안마원,"경기도 부천시 괴안동 128-1, 역곡프라자 205호",032-346-8875,http://www.anmawon.com/FindShop/Detail?shopId=031-0043,경기,126.8127433,37.4851022,경기도 부천시 경인로 519
두손헬스케어 안마원,경기도 안산시 상록구 사동 1306-10,031-409-2070,http://www.anmawon.com/FindShop/Detail?shopId=031-0220,경기,126.8503765,37.2964135,경기도 안산시 상록구 네고지2길 17
드림안마원,경기도 수원시 영통구 매탄동 1205-7,031-893-7575,http://www.anmawon.com/FindShop/Detail?shopId=031-0065,경기,127.052166,37.271557,경기도 수원시 영통구 매봉로35번길 16-6
따뜻한손 안마원,"경기도 양평군 양평읍 남북로 9, 2층",031-774-3763,http://www.anmawon.com/FindShop/Detail?shopId=031-0224,경기,127.5003699,37.4837392,경기도 양평군 양평읍 남북로 9
라파건강안마원,"경기도 성남시 분당구 정자동 159-1, 백궁프라자1빌딩 402호",031-719-9062,http://www.anmawon.com/FindShop/Detail?shopId=031-0142,경기,127.1063146,37.365435,경기도 성남시 분당구 성남대로331번길 13
라파안마원,"경기도 과천시 별양상가로 7(별양동), 벽산상가 408호",02-507-8575,http://www.anmawon.com/FindShop/Detail?shopId=031-0020,경기,126.9929622,37.4280075,경기도 과천시 별양상가로 7 벽산상가
라파의집지압안마원,"경기도 안산시 단원구 선부광장1로 14(선부동, 광원빌딩), 3층",031-410-4475,http://www.anmawon.com/FindShop/Detail?shopId=031-0182,경기,126.8072904,37.335869,경기도 안산시 단원구 선부광장1로 14 광원빌딩
라파힐링케어안마원,고양시 일산동구 강석로 145(마두동)2층,031-901-4789,http://www.anmawon.com/FindShop/Detail?shopId=031-0210,경기,126.7779253,37.6535041,경기도 고양시 일산동구 강석로 145 고양축협 마두지점
로뎀안마원,"경기도 안산시 단원구 고잔동 531-2, 에메랄드빌딩 5층",031-411-4321,http://www.anmawon.com/FindShop/Detail?shopId=031-0179,경기,126.8328731,37.3176389,경기도 안산시 단원구 고잔2길 16 에머랄드빌딩
마법의약손안마원,"경기도 부천시 상동로 105(상동), 현해프라자 504호",032-326-8875,http://www.anmawon.com/FindShop/Detail?shopId=031-0046,경기,126.7527977,37.5066959,경기도 부천시 상동로 105 현해프라자
맑은손안마원,"경기도 의정부시 시민로 134(의정부동), 2층",031-878-9888,http://www.anmawon.com/FindShop/Detail?shopId=031-0007,경기,127.0499759,37.7378472,경기도 의정부시 시민로 134
맑은손지압안마원,"경기도 구리시 인창동 670-7 화성골드프라자, 3층 307호",031-553-5006,http://www.anmawon.com/FindShop/Detail?shopId=031-0027,경기,127.1405198,37.604429,경기도 구리시 건원대로 36 화성골드프라자
맥 안마원(부천),경기도 부천시 상동 541-1 메가플러스 214호(2층),032-511-8575,http://www.anmawon.com/FindShop/Detail?shopId=031-0227,경기,126.7537203,37.5051441,경기도 부천시 상동로 90 메가플러스
맥안마원,"경기도 파주시 금촌동 767-3, 1층",031-941-3557,http://www.anmawon.com/FindShop/Detail?shopId=031-0127,경기,126.7764515,37.7603239,경기도 파주시 금정14길 32
명문당지압안마원,경기도 동두천시 생연동 677-8,031-865-6866,http://www.anmawon.com/FindShop/Detail?shopId=031-0036,경기,127.0541495,37.9015367,경기도 동두천시 어수로106번길 16
명성지압안마원,"경기도 용인시 수지구 죽전동 1176-3, SR프라자 202호",031-897-6636,http://www.anmawon.com/FindShop/Detail?shopId=031-0106,경기,127.1212223,37.3319709,경기도 용인시 수지구 현암로 107 SR프라자
명성지압안마원,"경기도 수원시 팔달구 화양로5번길 1(화서동), 401호",031-241-7482,http://www.anmawon.com/FindShop/Detail?shopId=031-0079,경기,126.9988752,37.2790608,경기도 수원시 팔달구 화양로5번길 1 정재빌딩
모담지압안마원,"경기 수원시 팔달구 인계로94번길 8, 4층",010-9060-6666,http://www.anmawon.com/FindShop/Detail?shopId=031-0060,경기,127.0275277,37.2678503,경기도 수원시 팔달구 인계로94번길 8
모란약손안마원,"경기도 성남시 중원구 광명로 20-1(성남동), 3층",031-753-1116,http://www.anmawon.com/FindShop/Detail?shopId=031-0174,경기,127.1314766,37.4331055,경기도 성남시 중원구 광명로 20-1
문산제일안마원,"경기도 파주시 문산읍 문향로49번길 20, 로얄빌딩 303호",031-953-8387,http://www.anmawon.com/FindShop/Detail?shopId=031-0009,경기,126.7843218,37.8565149,경기도 파주시 문산읍 문향로49번길 20 로얄빌딩
바디사이언스늘푸른안마원,"경기도 수원시 영통구 영통동 996-4, 보보스프라자 309호",031-204-6595,http://www.anmawon.com/FindShop/Detail?shopId=031-0213,경기,127.0750343,37.2544769,경기도 수원시 영통구 봉영로 1612 보보스프라자
박찬일지압원,"경기도 이천시 중리동 215-7, 2층",031-638-6936,http://www.anmawon.com/FindShop/Detail?shopId=031-0123,경기,127.4459764,37.277361,경기도 이천시 중리천로82번길 26 중리빌딩
백세지압안마원,"경기도 남양주시 진접읍 장현리 634-4, 장현프라자 206호",070-8621-8945,http://www.anmawon.com/FindShop/Detail?shopId=031-0163,경기,127.1809447,37.7177458,경기도 남양주시 진접읍 장현로 77 장현프라자
벧엘새아침안마원,"경기 고양시 덕양구 토당동 869-3, 피렌체뷰 204호",031-972-8546,http://www.anmawon.com/FindShop/Detail?shopId=031-0152,경기,126.8231897,37.6182628,경기도 고양시 덕양구 토당로 18 피렌체뷰
부일지압안마원,"경기도 부천시 심곡본동 551-12, 1층",032-346-6665,http://www.anmawon.com/FindShop/Detail?shopId=031-0169,경기,126.7835197,37.4834056,경기도 부천시 자유로 68 심곡본동 근린생활시설
부천보건지압안마센터 안마원,"경기도 부천시 상동로 69(상동), 새롬프라자15차 304호",032-321-7954,http://www.anmawon.com/FindShop/Detail?shopId=031-0172,경기,126.7522343,37.5037563,경기도 부천시 상동로 69 새롬프라자(15차)
부천약손지압안마원,경기 부천시 송내동 349-8 103~104호,032-654-8575,http://www.anmawon.com/FindShop/Detail?shopId=031-0051,경기,126.7569838,37.4871916,경기도 부천시 송내대로42번길 65
부천지압안마원,"경기도 부천시 중동 1143-3, 303호",032-675-9374,http://www.anmawon.com/FindShop/Detail?shopId=031-0138,경기,126.7731223,37.5016027,경기도 부천시 중동로254번길 78 필타운
분당건강안마원(성남),"경기도 성남시 분당구 금곡동 166, 이코노샤르망 806호",031-717-3132,http://www.anmawon.com/FindShop/Detail?shopId=031-0055,경기,127.1073827,37.3503985,경기도 성남시 분당구 돌마로 47 이코노샤르망
서광민속안마원,"경기도 안산시 상록구 각골로 68-1, 3층",031-409-5996,http://www.anmawon.com/FindShop/Detail?shopId=031-0082,경기,126.8729475,37.2955663,경기도 안산시 상록구 각골로 68-1
서울안마원,"경기도 부천시 부일로 320(중동), 203호",032-665-5932,http://www.anmawon.com/FindShop/Detail?shopId=031-0171,경기,126.7655589,37.4881959,경기도 부천시 부일로 320
서울포인트지압안마원,경기도 안산시 단원구 고잔동 705-4 동일프라자 206호,010-4013-1489,http://www.anmawon.com/FindShop/Detail?shopId=031-0239,경기,126.8286482,37.3131332,경기도 안산시 단원구 광덕3로 145-5 동일프라자
서현국가공인안마센터안마원,"경기도 성남시 분당구 불정로376번길 7(서현동), 건일빌딩 302호",010-5244-1118,http://www.anmawon.com/FindShop/Detail?shopId=031-0235,경기,127.1370505,37.3737399,경기도 성남시 분당구 불정로376번길 7 건일빌딩
서현지압안마센터안마원,"경기도 부천시 소사로 775(원종동), 2층",032-673-7274,http://www.anmawon.com/FindShop/Detail?shopId=031-0245,경기,126.8045589,37.5254378,경기도 부천시 소사로 775
선한손지압안마원,"경기도 안양시 동안구 관양동 1422-12, 4층 401호",031-426-9475,http://www.anmawon.com/FindShop/Detail?shopId=031-0187,경기,126.9615818,37.4042515,경기도 안양시 동안구 관악대로 349
성심무병프로젝트안마원,경기 의정부시 신곡동 676-14 지하1층,031-842-7755,http://www.anmawon.com/FindShop/Detail?shopId=031-0114,경기,127.0562959,37.7437819,경기도 의정부시 추동로5번길 23
소생지압안마원,"경기도 부천시 경인로 469-1, 4층",032-325-8275,http://www.anmawon.com/FindShop/Detail?shopId=031-0049,경기,126.8079077,37.4829108,경기도 부천시 경인로 469-1
손길지압 안마원,"경기도 포천시 소흘읍 송우로 53, 우덕프라자 304-1호",031-544-5653,http://www.anmawon.com/FindShop/Detail?shopId=031-0231,경기,127.1430703,37.82871,경기도 포천시 소흘읍 송우로 53 우덕프라자
손안마원,"경기도 광주시 파발로 103, 2층",031-797-7655,http://www.anmawon.com/FindShop/Detail?shopId=031-0023,경기,127.2592113,37.4135128,경기도 광주시 파발로 103
솔모루지압안마원,"경기도 포천시 소흘읍 송우로 65, 메듀파크빌딩 706호",031-542-7589,http://www.anmawon.com/FindShop/Detail?shopId=031-0131,경기,127.1416385,37.8293912,경기도 포천시 소흘읍 송우로 65 메듀파크
송안마원,"경기도 파주시 조리읍 봉일천리 157-1, 1층",031-947-1318,http://www.anmawon.com/FindShop/Detail?shopId=031-0125,경기,126.8056191,37.7433225,경기도 파주시 조리읍 공릉장터길 27 무궁화아파트
송창운안마원,"경기도 안산시 단원구 고잔동 727-2, 현대타운 107호",031-411-1413,http://www.anmawon.com/FindShop/Detail?shopId=031-0181,경기,126.8326362,37.31329,경기도 안산시 단원구 광덕동로 99 현대타운
승록안마원(군포),경기도 군포시 산본동 1142-7 중앙타워 301호,031-398-8586,http://www.anmawon.com/FindShop/Detail?shopId=031-0030,경기,126.9315728,37.3579336,경기도 군포시 번영로 489 중앙타워
시온안마원,"경기도 의정부시 금오동 473-2, 삼성프라자 4층",031-853-5675,http://www.anmawon.com/FindShop/Detail?shopId=031-0111,경기,127.0696991,37.7519177,경기도 의정부시 청사로 41 삼성프라자
시흥보건효자약손안마원,경기 시흥시 거모동 1658-19외 1필지 503호,031-494-4475,http://www.anmawon.com/FindShop/Detail?shopId=031-0075,경기,126.7839416,37.3402679,경기도 시흥시 도일로 110-2
신.약손안마원,"경기 안양시 동안구 평촌동 930-5, 1층",031-386-1348,http://www.anmawon.com/FindShop/Detail?shopId=031-0085,경기,126.9651391,37.3830928,경기도 안양시 동안구 관평로69번길 7-13
신기한손안마원,"경기도 용인시 기흥구 구갈동 383-3 , 명지빌딩 2층",031-283-4155,http://www.anmawon.com/FindShop/Detail?shopId=031-0192,경기,127.1140522,37.2776637,경기도 용인시 기흥구 구갈로28번길 23 명지빌딩
신성안마원,"경기도 안양시 만안구 안양6동 500-2, 1층",031-465-7525,http://www.anmawon.com/FindShop/Detail?shopId=031-0090,경기,126.9284992,37.3862333,경기도 안양시 만안구 수리산로12번길 26
실로암안마원(수원),경기 수원시 팔달구 우만2동 67-4외 3필지 202호,031-217-7790,http://www.anmawon.com/FindShop/Detail?shopId=031-0059,경기,127.0424724,37.278241,경기도 수원시 팔달구 중부대로239번길 58
아픈데척척지압안마원,경기 오산시 양산동 382-3 지하,031-378-2205,http://www.anmawon.com/FindShop/Detail?shopId=031-0101,경기,127.0234293,37.1956024,경기도 오산시 한신대길 125-1
안녕지압안마원,"경기도 화성시 송산동 148-26, 파인빌 101호",031-234-7275,http://www.anmawon.com/FindShop/Detail?shopId=031-0200,경기,127.0145437,37.2092798,경기도 화성시 화산로 58
안산보건안마원센터,"경기도 안산시 상록구 이동 716-12, 캠퍼스타운 409호",031-418-9985,http://www.anmawon.com/FindShop/Detail?shopId=031-0178,경기,126.8523953,37.3084656,경기도 안산시 상록구 광덕1로 386 캠퍼스타운
안성지압안마원,"경기도 안성시 낙원동 56-1, 102호",031-8057-2103,http://www.anmawon.com/FindShop/Detail?shopId=031-0184,경기,127.2758254,37.0037554,경기도 안성시 장기로 118
약손건강안마 지압원,경기도 시흥시 대야동 498-12 동진빌딩 2층,031-404-7599,http://www.anmawon.com/FindShop/Detail?shopId=031-0225,경기,126.786143,37.4422949,경기도 시흥시 대골안길 86 동진빌딩
약손공간지압안마원,"경기도 부천시 경인로3번길 28(송내동), 2층",032-666-8588,http://www.anmawon.com/FindShop/Detail?shopId=031-0168,경기,126.7545438,37.4838156,경기도 부천시 경인로3번길 28
약손안마원(안양),"경기도 안양시 동안구 관양동 1505-25 삼우프라자, 502호",031-424-2343,http://www.anmawon.com/FindShop/Detail?shopId=031-0088,경기,126.977352,37.4007676,경기도 안양시 동안구 흥안대로 524 삼우프라자
약손안마원(여주),"경기도 여주시 하동 187-5, 1층",031-882-0975,http://www.anmawon.com/FindShop/Detail?shopId=031-0188,경기,127.632032,37.2991143,경기도 여주시 청심로 106
약손안마원(하남),경기도 하남시 덕풍동 394-1 하남프라자 306호,031-793-7708,http://www.anmawon.com/FindShop/Detail?shopId=031-0199,경기,127.2019484,37.5399568,경기도 하남시 신장로 156 하남프라자
약손지압안마원,"경기도 고양시 일산서구 일산동 1064-3 신일산연합상가, 지하1층",031-915-1375,http://www.anmawon.com/FindShop/Detail?shopId=031-0015,경기,126.7657618,37.678951,경기도 고양시 일산서구 일산로 562 신일산연합상가
약손지압안마원,경기도 수원시 권선구 금곡동 1124 광일프라자 506호,031-298-8575,http://www.anmawon.com/FindShop/Detail?shopId=031-0237,경기,126.9544811,37.2731831,경기도 수원시 권선구 금곡로212번길 25 광일프라자
약손지압안마원(안양),경기도 안양시 만안구 안양동 676-91 안양 메쎄 포스빌 807호,031-445-8275,http://www.anmawon.com/FindShop/Detail?shopId=031-0087,경기,126.9207803,37.3988241,경기도 안양시 만안구 안양로 303 안양 메쎄 포스빌
양평헬스케어안마원,"경기도 양평군 지평면 지평로 398, 1층",031-773-7687,http://www.anmawon.com/FindShop/Detail?shopId=031-0098,경기,127.6369162,37.4753616,경기도 양평군 지평면 지평로 398
엄지안마원,"경기도 가평군 가평읍 대곡리 239-20, 2층",031-581-1271,http://www.anmawon.com/FindShop/Detail?shopId=02-0139,경기,127.5143195,37.8260812,경기도 가평군 가평읍 오리나무길 15-1 주연테크
엔돌핀안마원,"경기도 오산시 오산로 347(궐동), 보화빌딩 2층",031-376-7579,http://www.anmawon.com/FindShop/Detail?shopId=031-0100,경기,127.0670033,37.1576921,경기도 오산시 오산로 347
엔돌핀안마원(수원),"경기도 수원시 팔달구 인계동 749-7, 2층",031-233-7774,http://www.anmawon.com/FindShop/Detail?shopId=031-0066,경기,127.0227907,37.2753374,경기도 수원시 팔달구 중부대로 54
여주경락지압안마원,"경기도 여주시 청심로 116-1(하동), 1층",031-885-0177,http://www.anmawon.com/FindShop/Detail?shopId=031-0189,경기,127.6333171,37.2987622,경기도 여주시 청심로 116-1
예쁘제경락경혈지압안마원,"경기도 수원시 장안구 파장로54번길 6, 1층",031-269-1573,http://www.anmawon.com/FindShop/Detail?shopId=031-0071,경기,126.9951274,37.3058828,경기도 수원시 장안구 파장로54번길 6
예손지압안마원(고양),"경기도 고양시 덕양구 원흥동 629-1, 반도 유스퀘어 805호",031-967-8208,http://www.anmawon.com/FindShop/Detail?shopId=031-0151,경기,126.8753674,37.649684,경기도 고양시 덕양구 삼송로 12 반도 유스퀘어
예손지압안마원(시흥),"경기도 시흥시 은계호수로 49, 시흥 센트럴돔 그랑트리 캐슬 3033,3034호",031-315-8677,http://www.anmawon.com/FindShop/Detail?shopId=031-0072,경기,126.8020504,37.4458742,경기도 시흥시 은계호수로 49 시흥 센트럴돔 그랑트리 캐슬
예침지압안마원,"경기도 군포시 고산로250번길 32(당동, 덕산아파트), 3동상가 401호",031-399-0027,http://www.anmawon.com/FindShop/Detail?shopId=031-0031,경기,126.9452243,37.3489038,경기도 군포시 고산로250번길 32 덕산아파트
오병헌 건강 안마원,"경기도 용인시 처인구 김량장동 344-3, 1층",031-322-8993,http://www.anmawon.com/FindShop/Detail?shopId=031-0103,경기,127.2014329,37.2326611,경기도 용인시 처인구 중부대로 1414-1
오손도손 건강안마원,경기도 가평군 가평읍 읍내리 618-6,010-7345-2652,http://www.anmawon.com/FindShop/Detail?shopId=031-0150,경기,127.5115911,37.8322263,경기도 가평군 가평읍 옥골길 3
오포참조은안마원,"경기도 광주시 오포읍 양벌리 372-2, 3층",031-765-1222,http://www.anmawon.com/FindShop/Detail?shopId=031-0149,경기,127.253876,37.377331,경기도 광주시 오포읍 양벌로215번길 4
오학안마원,"경기도 여주시 천송동 491-3, 1층(반지하)",031-884-2999,http://www.anmawon.com/FindShop/Detail?shopId=031-0207,경기,127.6494583,37.303096,경기도 여주시 여양로 222-9
올리브 안마원,"경기도 의정부시 의정부동 200-1, 2층",031-841-0608,http://www.anmawon.com/FindShop/Detail?shopId=02-0169,경기,127.0474373,37.7420685,경기도 의정부시 평화로562번길 8
용인지압안마원,"경기도 용인시 수지구 상현동 66-9 상현종합상가, 208호",031-266-7275,http://www.anmawon.com/FindShop/Detail?shopId=031-0002,경기,127.0852496,37.3088586,경기도 용인시 수지구 만현로 88 상현종합상가
용지압안마힐링센터안마원,"경기도 용인시 수지구 성복2로 17(성복동), 골드프라자 B314호",031-264-7575,http://www.anmawon.com/FindShop/Detail?shopId=031-0208,경기,127.0810234,37.3107116,경기도 용인시 수지구 성복2로 17 골드프라자1
용희재 안마원,"경기도 안산시 상록구 사동 1540-5, 2층",031-437-7975,http://www.anmawon.com/FindShop/Detail?shopId=031-0076,경기,126.8470239,37.3036061,경기도 안산시 상록구 석호로 88
우리케어안마원,"경기도 동두천시 생연동 569-4, 1층",031-865-8275,http://www.anmawon.com/FindShop/Detail?shopId=031-0216,경기,127.0568948,37.9125503,경기도 동두천시 동두천로 340-17 우리케어안마원
운정안마원,경기도 파주시 목동동 939-4 월드타워 3차 305호,031-949-3143,http://www.anmawon.com/FindShop/Detail?shopId=031-0212,경기,126.7343829,37.7277707,경기도 파주시 책향기로 573
원당가족안마원,경기도 고양시 덕양구 주교동 612-5 보은빌딩 301호,031-966-8575,http://www.anmawon.com/FindShop/Detail?shopId=031-0016,경기,126.8343282,37.6571289,경기도 고양시 덕양구 마상로126번길 73 보은빌딩
원당안마원,경기 군포시 당동 778-4,031-427-1788,http://www.anmawon.com/FindShop/Detail?shopId=031-0029,경기,126.9476793,37.3529582,경기도 군포시 군포역1길 36
웰빙카페지압안마원,경기도 수원시 권선구 곡선로50번길 334층,031-232-7775,http://www.anmawon.com/FindShop/Detail?shopId=031-0147,경기,127.0295836,37.2386953,경기도 수원시 권선구 곡선로 48
웰빙카페지압안마원,"경기도 수원시 권선구 곡반정동 575-1, 4층",031-232-7775,http://www.anmawon.com/FindShop/Detail?shopId=031-0148,경기,127.0291617,37.2373438,경기도 수원시 권선구 곡선로50번길 33
웰빙케어안마원,"경기도 남양주시 화도읍 마석우리 383-8, 별나라타워 301호",031-591-5188,http://www.anmawon.com/FindShop/Detail?shopId=031-0034,경기,127.3033671,37.6570253,경기도 남양주시 화도읍 마석중앙로37번길 47 별나라타워
