지역,사업장명,주소,전화번호,링크,x,y,NAVER_addr
경기,태평안마원,경기도 성남시 수정구 태평동 6973 연안빌딩 503호,031-757-4452,/FindShop/Detail?shopId=031-0056,127.1273134,37.4401331,경기도 성남시 수정구 성남대로 1235 연안빌딩
경기,평온건강안마원,"경기도 용인시 처인구 김량장동 296-53, 아이렉스타워 707호",031-338-8575,/FindShop/Detail?shopId=031-0191,127.2036222,37.2346119,경기도 용인시 처인구 금령로 64
경기,평화지압안마원,"경기도 안산시 상록구 월피동 463-6, 301호",031-401-1966,/FindShop/Detail?shopId=031-0183,126.8538069,37.3343467,경기도 안산시 상록구 시낭로 38-1
경기,푸른지압안마원,경기도 고양시 일산서구 주엽동 81 강선마을13단지아파트 상가동(뉴서울쇼핑) 3층 97호,031-908-0789,/FindShop/Detail?shopId=031-0154,126.7660838,37.6667113,경기도 고양시 일산서구 중앙로 1371 강선마을13단지아파트
경기,풀림과편안안마원,경기도 안양시 동안구 호계동 711-1 대영골든타워 306호,031-456-7566,/FindShop/Detail?shopId=031-0091,126.954758,37.3674191,경기도 안양시 동안구 엘에스로 45 대영골든타워
경기,프로힐링지압안마원,경기도 수원시 장안구 조원동 894 일호골든타워 513호,031-252-7975,/FindShop/Detail?shopId=031-0067,127.0080745,37.3031416,경기도 수원시 장안구 경수대로 940 일호골든타워
경기,플러스지압안마원,경기도 부천시 상동 542 영플러스 206호,032-225-7587,/FindShop/Detail?shopId=031-0146,126.7535058,37.504481,경기도 부천시 상동로 84 영플러스
경기,플러스지압안마원,경기도 부천시 상동 542-1 영플러스 2층 206호,032-225-7587,/FindShop/Detail?shopId=031-0203,126.7535058,37.504481,경기도 부천시 상동로 84 영플러스
경기,피로타파안마원,"경기도 수원시 팔달구 인계동 1039-7, 동림빌딩 4층",031-236-0022,/FindShop/Detail?shopId=031-0057,127.0315397,37.266092,경기도 수원시 팔달구 인계로124번길 27-15
경기,피로타파안마원,"경기도 고양시 일산동구 마두동 798-5, 401호",031-932-8875,/FindShop/Detail?shopId=031-0017,126.7775269,37.6532383,경기도 고양시 일산동구 중앙로 1192
경기,한국정통지압안마원,경기도 파주시 금촌동 791-8,031-946-0866,/FindShop/Detail?shopId=031-0124,126.7792627,37.7557387,경기도 파주시 문화로 5
경기,한빛건강안마원,경기도 용인시 처인구 김량장동 338 조양유통상가 201호,031-321-7575,/FindShop/Detail?shopId=031-0107,127.2009387,37.2336631,경기도 용인시 처인구 금령로40번길 13 조양유통상가아파트
경기,한중안마원,경기도 평택시 합정동 936-2 유경아트빌3차 101호,031-684-1546,/FindShop/Detail?shopId=031-0128,127.1027652,36.9868573,경기도 평택시 조개터로2번길 35 유경아트빌3차
경기,해피 안마원,"경기도 부천시 경인로 316-1(소사본동), 2층",070-8235-0688,/FindShop/Detail?shopId=031-0229,126.7906525,37.4823053,경기도 부천시 경인로 316-1
경기,행복건강안마원(양주),경기도 양주시 광사동 232-3,031-878-2218,/FindShop/Detail?shopId=031-0095,127.0772225,37.79507,경기도 양주시 부흥로 1935
경기,행복안마원(의왕),"경기도 의왕시 고천동 275-6, 1층",031-455-4795,/FindShop/Detail?shopId=031-0109,126.9750842,37.3475963,경기도 의왕시 사근행궁길 9
경기,행복지압안마원,수원시 송죽동 503-16외1필지 월드타워 2층,031-242-1793,/FindShop/Detail?shopId=031-0175,127.0068575,37.2992267,경기도 수원시 장안구 송원로 39 월드타워
경기,행복한지압안마원,"경기도 의정부시 민락동 808-3, 2층(206호)",031-852-6241,/FindShop/Detail?shopId=031-0122,127.095445,37.7454775,경기도 의정부시 오목로225번길 141
경기,향남지압안마원,경기도 화성시 향남읍 행정리 457-6,031-351-6263,/FindShop/Detail?shopId=031-0136,126.9140973,37.1257722,경기도 화성시 향남읍 행정서로1길 13-5
경기,허준안마원,"경기도 의정부시 녹양동 412-2 크로바프라자, 2층 203호",031-855-2236,/FindShop/Detail?shopId=031-0204,127.0410505,37.7607017,경기도 의정부시 체육로 298-7 크로바프라자
경기,활기지압안마원,경기도 수원시 영통구 매탄동 1267-5 밀래니엄프라자 307호,031-212-4588,/FindShop/Detail?shopId=031-0243,127.0445524,37.2591411,경기도 수원시 영통구 효원로 393 밀래니엄프라자
경기,황토마을지압안마원,"경기 의정부시 의정부3동 138-29, 202호",031-872-9257,/FindShop/Detail?shopId=031-0113,127.0321096,37.7403874,
경기,회복이됐다안마원,경기도 파주시 광탄면 혜음로 1371,010-5590-6046,/FindShop/Detail?shopId=031-0233,126.8492749,37.8030403,경기도 파주시 광탄면 혜음로 1371 신일건재
경기,회천지압안마원,"경기도 양주시 덕정길 3, 2층",031-858-0811,/FindShop/Detail?shopId=031-0097,127.0624701,37.8443421,경기도 양주시 덕정길 3
경기,효지압안마원,"경기도 구리시 수택동 288, 201호",031-555-5991,/FindShop/Detail?shopId=031-0024,127.1480446,37.5951952,경기도 구리시 검배로 89
경기,휴나래안마원,"경기도 화성시 병점동 844-2, 탑프라자 206호",031-235-9981,/FindShop/Detail?shopId=031-0135,127.0428662,37.2142145,경기도 화성시 효행로 1056
경기,휴림지압안마원,경기도 군포시 금정동 874번지 산본빌딩 7층,031-393-9993,/FindShop/Detail?shopId=031-0159,126.9329064,37.357403,경기도 군포시 번영로 498 산본빌딩
경기,힐링스토리안마원,경기도 의정부시 호원동 50-17 유타상가 403호,031-873-0153,/FindShop/Detail?shopId=031-0119,127.0466812,37.7236932,경기도 의정부시 외미로 104-12 유타상가
경기,힐링안마원(광명),경기도 광명시 하안동 302-5 녹원토피아빌딩 302호,02-897-1919,/FindShop/Detail?shopId=031-0155,126.8757339,37.4599995,경기도 광명시 범안로 1008 녹원토피아빌딩
경기,힐링안마원(동두천),"경기도 동두천시 생연동 830-60, 1층",031-861-6460,/FindShop/Detail?shopId=031-0167,127.0512868,37.9094244,경기도 동두천시 강변로454번길 2
경기,OMT경락지압 안마원,경기도 의정부시 호원동 455-5,031-877-1275,/FindShop/Detail?shopId=031-0115,127.0480896,37.7113011,경기도 의정부시 평화로 220
경기,YG한국보건안마원,경기도 고양시 일산동구 백석동 1297-2 일산르메이에르프라자 606호,031-906-2235,/FindShop/Detail?shopId=031-0018,126.7878961,37.6436721,경기도 고양시 일산동구 중앙로 1048 일산르메이에르프라자
인천,가나안지압안마원,"인천시 남동구 남동대로 890 501호(간석동,탑메디칼)",032-427-1015,/FindShop/Detail?shopId=032-0048,126.7086711,37.4618407,인천광역시 남동구 남동대로 890 탑메디칼빌딩
인천,가람안마원,인천 중구 하늘별빛로65번길 7-9(중산동) 스카이타워 502호,032-751-3746,/FindShop/Detail?shopId=032-0073,126.5646474,37.4884979,인천광역시 중구 하늘별빛로65번길 7-9
인천,가온안마원,인천시 미추홀구 인주대로162 삼성빌딩5층,032-888-3697,/FindShop/Detail?shopId=032-0068,126.6548779,37.4559514,인천광역시 미추홀구 인주대로 162 삼성빌딩
인천,가장조은안마원,"인천시 연수구 청능대로 109 803호 (연수동,탑피온)",032-813-3652,/FindShop/Detail?shopId=032-0045,126.6767228,37.4129945,인천광역시 연수구 청능대로 109 탑피온
인천,가좌보건안마원,인천시 서구 건지로399번길 3 301호 (가좌동),032-710-7571,/FindShop/Detail?shopId=032-0067,126.6858219,37.4960798,인천광역시 서구 건지로399번길 3
인천,간석힐링안마원,인천 남동구 경인로 644번길 69(간석동),032-431-7533,/FindShop/Detail?shopId=032-0015,126.7118399,37.4660594,인천광역시 남동구 경인로644번길 69
인천,강화지압안마원,인천 강화군 강화읍 중앙로 43 202호 (터미널상가),032-932-6625  010-2325-4585,/FindShop/Detail?shopId=032-0058,126.4904043,37.7397958,인천광역시 강화군 강화읍 중앙로 43 강화여객자동차터미널
인천,건강연수안마원,인천 연수구 학나래로6번길35 5층 (선학동),032-818-8575,/FindShop/Detail?shopId=032-0072,126.6975803,37.4247284,인천광역시 연수구 학나래로6번길 35
인천,건강을주는안마원,인천 미추홀구 토금북로 46 2층(용현동),032-881-3575,/FindShop/Detail?shopId=032-0051,126.6390595,37.4534541,인천광역시 미추홀구 토금북로 46
인천,건강지킴안마원,"인천시 계양구 계산새로87번길16,202호 (용종동,계양신명스카이홈)",032-547-8580,/FindShop/Detail?shopId=032-0078,126.7383117,37.5393783,인천광역시 계양구 계산새로87번길 16 계양신명스카이홈
인천,건강하세요안마원,"인천 미추홀구 소성로 177 4층(학익동, 동호빌딩)",032-874-8757,/FindShop/Detail?shopId=032-0052,126.6680491,37.4416569,인천광역시 미추홀구 소성로 177 동호빌딩
인천,검단서재민안마원,"인천 서구 완정로10번길 6-6 302호 (마전동,두경프라자)",032-568-4880,/FindShop/Detail?shopId=032-0070,126.6734315,37.5945410,인천광역시 서구 완정로10번길 6-6 두경프라자
인천,검암지압안마원,"인천시 서구 검암로 27(검암동, 중앙프라자 201호)",032-716-9166,/FindShop/Detail?shopId=032-0066,126.6802642,37.5665808,인천광역시 서구 검암로 27 중앙프라자
인천,계산지압안마원,인천 계양구 장제로 719-23 502호,032-555-2236,/FindShop/Detail?shopId=032-0065,126.733076,37.5329348,인천광역시 계양구 장제로 719-23
인천,계수나무안마원,"인천 부평구 수변로9번길 4 3층(부개동, 효정빌딩)",032-362-0505,/FindShop/Detail?shopId=032-0046,126.7394093,37.487659,인천광역시 부평구 수변로9번길 4 효정빌딩
인천,계양건강안마원,"인천 계양구 장제로 995번길 7 501(박촌동,무진빌딩)",032-515-1015,/FindShop/Detail?shopId=032-0002,126.7446185,37.5538427,인천광역시 계양구 장제로995번길 7
인천,광천명인지압안마원,인천 연수구 새말로 107연수동,032)814-1239,/FindShop/Detail?shopId=032-0005,126.6811838,37.4186672,인천광역시 연수구 새말로 107
인천,국가대표안마원,"인천광역시 남동구 논고개로123번길 35 406호(논현동, 칼리오페)",032-817-6725,/FindShop/Detail?shopId=032-0001,126.7220901,37.4015154,인천광역시 남동구 논고개로123번길 35 칼리오페
인천,국가대표안마원,인천 동구 솔빛로 91번길 2-14층(송림동),032-772-8575,/FindShop/Detail?shopId=032-0054,126.6436544,37.4762602,인천광역시 동구 솔빛로91번길 2
인천,국가대표안마원,인천 옹진군 영흥면 영흥로 298 101호,032-880-0591,/FindShop/Detail?shopId=032-0059,126.4815107,37.2559181,인천광역시 옹진군 영흥면 영흥로 298 창의교육
인천,국가대표케이에이(KA)안마원,인천 연수구 용담로 125번길 41 301(연수동),032-821-8575,/FindShop/Detail?shopId=032-0009,126.6798172,37.4157897,인천광역시 연수구 용담로125번길 41 메카리움오피스텔
인천,국가명인지압안마원,"인천 서구 심곡로 81 2층 (심곡동, 국제빌딩)",032-561-6675,/FindShop/Detail?shopId=032-0032,126.6785882,37.5422063,인천광역시 서구 심곡로 81
인천,국민건강안마원,인천 부평구  수변로 13 302(부개동),032-208-8890,/FindShop/Detail?shopId=032-0011,126.7395012,37.4879110,인천광역시 부평구 수변로 13
인천,굿안마원,"인천 남동구 만수로 21, 2층 (만수동)",032-289-3535,/FindShop/Detail?shopId=032-0012,126.7311554,37.4590052,인천광역시 남동구 만수로 21
인천,기적의약손안마원,"인천 부평구 체육관로 14 308호 (삼산동,삼성메디플러스)",032-362-6677,/FindShop/Detail?shopId=032-0074,126.7330981,37.5083887,인천광역시 부평구 체육관로 14 삼산지구 복합시설
인천,김연서라파안마원,인천 계양구 하느재로5번길 52층(계산동),010-9185-8188,/FindShop/Detail?shopId=032-0047,126.7250964,37.5439291,인천광역시 계양구 하느재로 4
인천,김영수지압안마원,인천 서구 서달로 14-8(석남동),032-431-7358,/FindShop/Detail?shopId=032-0016,126.6793483,37.4995521,인천광역시 서구 서달로 14-8
인천,다좋은행복안마원,인천 미추홀구 주안로 75 202호 (주안동),032-863-7669,/FindShop/Detail?shopId=032-0049,126.6780318,37.4643397,인천광역시 미추홀구 주안로 75
인천,동양안마지압원,인천 동구 송현로 11번길 10송현동,032-762-3766,/FindShop/Detail?shopId=032-0019,126.6336915,37.4780265,인천광역시 동구 송현로11번길 10
인천,두드림지압안마원,"인천광역시 남동구 장승로 9 4층 (만수동, 신비프라자)",032-464-7778,/FindShop/Detail?shopId=032-0061,126.7342290,37.4466317,인천광역시 남동구 장승로 9 신비프라자
인천,라파안마원,인천 계양구 계양문화로 86 306호(용종동),032-555-1522,/FindShop/Detail?shopId=032-0020,126.7371321,37.5383265,인천광역시 계양구 계양문화로 86
인천,랑안마원,인천 중구 우현로 78(인현동),032-764-0999,/FindShop/Detail?shopId=032-0021,126.6304572,37.4738609,인천광역시 중구 우현로 78
인천,리앤드안마원,인천 부평구 경원대로 1367번길 182층(부평동),032-330-4400,/FindShop/Detail?shopId=032-0022,126.7207393,37.4914207,인천광역시 부평구 경원대로 1367
인천,바른자세안마원,인천 계양구 경명대로 1138 5층(계산동),032-545-8235,/FindShop/Detail?shopId=032-0024,126.7333378,37.5428008,인천광역시 계양구 경명대로 1138
인천,바른체형교정안마원,인천 미추홀구 경원대로 869 (주안동)르네상스타워 209호,032-227-7575,/FindShop/Detail?shopId=032-0079,126.6891695,37.4604009,인천광역시 미추홀구 경원대로 869 르네상스빌딩
인천,부평약손안마원,인천 부평구 부평대로 167번길 33(부평동),032)511-1600,/FindShop/Detail?shopId=032-0025,126.7187676,37.5060949,인천광역시 부평구 부평대로167번길 33
인천,산모라인,인천 계양구 양지로 7(동양동),010-9386-9111,/FindShop/Detail?shopId=032-0063,126.7547712,37.559375,인천광역시 계양구 양지로 7 주공아파트
인천,상쾌한안마원,인천시 부평구 주부토로 33 4층,032-503-0177,/FindShop/Detail?shopId=032-0077,126.7248773,37.4981237,인천광역시 부평구 주부토로 33
인천,새아침안마원,인천 남동구 장승남로 36(만수동),032-464-7475,/FindShop/Detail?shopId=032-0027,126.7362018,37.4431662,인천광역시 남동구 장승남로 36
인천,석남약손안마원,인천 서구 가정로 301 2층(석남동),032-577-7582,/FindShop/Detail?shopId=032-0028,126.6723681,37.5117140,인천광역시 서구 가정로 301
인천,쉼터안마원,인천 미추홀구 경인남길102번길 107(용현동),032-442-6636,/FindShop/Detail?shopId=032-0071,126.6636178,37.4510859,인천광역시 미추홀구 경인남길102번길 107
인천,시각복지안마원,인천 미추홀구 경원대로 640번길 26-17관교동,032-426-8575,/FindShop/Detail?shopId=032-0006,126.6953261,37.4406861,인천광역시 미추홀구 경원대로640번길 26-17
인천,시원안마지압원,인천 강화군 강화읍 송악길6번길 20고려팰리스1창 B동102호,032-933-7535,/FindShop/Detail?shopId=032-0055,126.4824612,37.7484966,인천광역시 강화군 강화읍 송악길6번길 20 고려팰리스
인천,신의손길안마원,인천 부평구 세월천로 23 2층 (청천동),032-502-5302,/FindShop/Detail?shopId=032-0069,126.7068335,37.512651,인천광역시 부평구 세월천로 23
인천,영종안마원,인천 중구 영종대로 100 204호(운서동 신성하우스빌),032-752-2080,/FindShop/Detail?shopId=032-0050,126.4900699,37.494896,인천광역시 중구 영종대로 100 신성하우스빌
인천,오스마일안마원,인천 미추홀구 신기길 28(주안동),010-7349-1618,/FindShop/Detail?shopId=032-0060,126.6764718,37.4469404,인천광역시 미추홀구 신기길 28
인천,오케이지압안마원,인천 중구 제물량로 103신흥동 1가,032-777-7858,/FindShop/Detail?shopId=032-0056,126.6316039,37.4680719,인천광역시 중구 제물량로 103
인천,으뜸안마원,인천 미추홀구 주안로 219 2층(주안동),032-437-3375,/FindShop/Detail?shopId=032-0034,126.6943755,37.4638769,인천광역시 미추홀구 주안로 219 간석빌딩
인천,인천해광안마센터,인천시 동구 송현로 14 5층(송현동),032-777-3288,/FindShop/Detail?shopId=032-0035,126.6345013,37.4775629,인천광역시 동구 송현로 14 솔빛빌딩
인천,장수지압안마원,인천 연수구 앵고개로 262 501호(동춘동),032-815-7770,/FindShop/Detail?shopId=032-0036,126.6725683,37.4075008,인천광역시 연수구 앵고개로 262 동경프라자
인천,조은아침지압원,인천시 미추홀구 독배로 380 2층(용현동),032-868-1444,/FindShop/Detail?shopId=032-0037,126.6487778,37.4536768,인천광역시 미추홀구 독배로 380
인천,참조은지압안마원,인천 부평구 경원대로 1264부평동,032-434-8484,/FindShop/Detail?shopId=032-0039,126.7100628,37.4893338,인천광역시 부평구 경원대로 1264
인천,참존안마원,"인천 서구 연희동 793-8, 미라클프라자 4층",032-566-5560,/FindShop/Detail?shopId=032-0044,126.6593011,37.5335037,
인천,참존안마지압원,"인천 서구 청라에메랄드로102번길 8-22 4층(연희동,미라클프라자)",032-566-5560,/FindShop/Detail?shopId=032-0075,126.6589366,37.5334033,인천광역시 서구 청라에메랄드로102번길 8-22 미라클프라자
인천,청라약손안마원,"인천 서구 청라루비로 95 204호(청라동, 경연프라자)",032-569-2999,/FindShop/Detail?shopId=032-0057,126.6401439,37.5337439,인천광역시 서구 청라루비로 95 경연프라자
인천,한국국가대표안마원,인천 연수구 비류대로 208 4층(옥련동),032-834-8575,/FindShop/Detail?shopId=032-0007,126.6576991,37.4274233,인천광역시 연수구 비류대로 208
인천,해피안마원,인천 부평구 원길로 34 502호(청천동 중앙프라자),032-503-0191,/FindShop/Detail?shopId=032-0042,126.7149218,37.5066121,인천광역시 부평구 원길로 34 중앙프라자
인천,휴안마토피아안마원,"인천 미추홀구 주안동 80-1, 현대아케이트 3층 7호",032)202-8575,/FindShop/Detail?shopId=032-0003,126.683607,37.4585711,인천광역시 미추홀구 경인로 391 주안현대아파트
인천,힐링스토리,인천시 연수구 아트센터대로 107 커넬워크 302동(가을동),032-834-7675,/FindShop/Detail?shopId=032-0062,126.6386166,37.400948,인천광역시 연수구 아트센터대로 107 커낼워크D3 AUTUMN
강원,강남안마원,강원도 원주시 명륜1동 26번지남부시장 2층,010-3369-6714,/FindShop/Detail?shopId=033-0015,127.9544594,37.3430282,강원도 원주시 치악로 1803 남부시장
강원,강릉보건안마원,강원도 강릉시 포남동 1147-145층,033-643-5510,/FindShop/Detail?shopId=033-0020,128.9081818,37.7653913,강원도 강릉시 경강로2255번길 7
강원,강릉시민안마원,강원도 강릉시 경강로2113. 3층(임당동),010-4360-1144,/FindShop/Detail?shopId=033-0036,128.8976499,37.7559978,강원도 강릉시 경강로 2113
강원,건강물리침술원,강원도 홍천군 홍천읍 희망리 378-1,033-434-7012,/FindShop/Detail?shopId=033-0021,127.8825949,37.6880221,강원도 홍천군 홍천읍 홍천로 336-9
강원,건강안마시술원,강원 원주시 명륜동764 현대2차@상가 101호,010-4756-0090,/FindShop/Detail?shopId=033-0002,127.9406553,37.335209,강원도 원주시 한지공원길 94-34 현대아파트
강원,광명시술원,강원도 춘천시 약사고개길 13. 블럭8-9호(1층),010-6388-5995,/FindShop/Detail?shopId=033-0037,127.7260501,37.8774969,강원도 춘천시 약사고개길 13 제일백화점
강원,구민시술원,강원도 고성군 간성읍  간성로75 2층,010-7761-9857,/FindShop/Detail?shopId=033-0022,128.4665739,38.3793566,강원도 고성군 간성읍 간성로 75 가마솥소머리
강원,권성길 서울안마원,강원도 원주시 남산로 180 대성빌딩 112호,033-735-1885,/FindShop/Detail?shopId=033-0016,127.9407638,37.3520685,강원도 원주시 남산로 180
강원,권재혁전통안마원,강원 원주시 단구동1584-2 동현빌딩 3층,010-5346-1122,/FindShop/Detail?shopId=033-0003,127.9505792,37.3237344,강원도 원주시 늘품로 43
강원,기찬안마원,강원도 강릉시 옥가로 61. 1층,010-5367-4787,/FindShop/Detail?shopId=033-0038,128.9001513,37.7618365,강원도 강릉시 옥가로 61
강원,김영삼시술원,강원 춘천시 근화동711-10,010-8833-0303,/FindShop/Detail?shopId=033-0013,127.7181931,37.8743412,강원도 춘천시 공지로 442-17
강원,다나시술원,강원 속초시 중앙로 406 2층(장사동 새마을 금고 옆),010-6381-0155,/FindShop/Detail?shopId=033-0004,128.588462,38.2240763,강원도 속초시 중앙로 406
강원,대린안마원,강원도 강릉시 주문진읍 해안로 1808,033-662-2020,/FindShop/Detail?shopId=033-0024,128.8324535,37.894849,강원도 강릉시 주문진읍 해안로 1808
강원,대명안마원,강원도 삼척시 대학로 17-19. 1층,033-541-8588,/FindShop/Detail?shopId=033-0025,129.162811,37.4425275,강원도 삼척시 대학로 17-19 연지
강원,더드림안마원,강원도 원주시 서원대로408. 광장빌딩 505호,033-764-1536,/FindShop/Detail?shopId=033-0017,127.9500079,37.3299891,강원도 원주시 서원대로 408 광장빌딩
강원,덕산지압원,강원도 강릉시 포남동 1170-5,033-653-8917,/FindShop/Detail?shopId=033-0026,128.9114106,37.7674141,강원도 강릉시 성덕포남로162번길 9-2
강원,동명안마침술원,강원도 인제군 서화면 천도리 629-10,033-462-1113,/FindShop/Detail?shopId=033-0027,128.2088544,38.2226737,
강원,드림안마원,강원도 원주시 원일로 19.(원동)1층,010-7243-4000,/FindShop/Detail?shopId=033-0035,127.9536501,37.3451632,강원도 원주시 원일로 19
강원,라파참안마원,강원도 횡성군 횡성읍 읍상리 616-5,033-345-8889,/FindShop/Detail?shopId=033-0018,127.9929463,37.4892068,강원도 횡성군 횡성읍 읍마남로25번길 14-5
강원,마음가득안마원,강원도 춘천시 춘천로312. 4층,033-252-6619,/FindShop/Detail?shopId=033-0039,127.7476984,37.8816992,강원도 춘천시 춘천로 312
강원,명안마원,강원 원주시 중앙시장길 11(중앙동자유시장 지하 나-7),010-9092-5272,/FindShop/Detail?shopId=033-0006,127.9487726,37.3508090,강원도 원주시 중앙시장길 11 자유시장
강원,베데스다안마원,강원도 원주시 금불4길 32,010-4247-7740,/FindShop/Detail?shopId=033-0023,127.9331204,37.3496436,강원도 원주시 금불4길 32
강원,송화지압안마원,강원도 홍천군 홍천읍 연봉 중앙로 90-1,033-433-8575 010-8822-3535,/FindShop/Detail?shopId=033-0030,127.8819011,37.6842207,강원도 홍천군 홍천읍 연봉중앙로 90-1
강원,수기근통안마원,강원도 속초시 먹거리길 18. 2층,010-9603-9655,/FindShop/Detail?shopId=033-0040,128.5747438,38.1962276,강원도 속초시 먹거리길 18
강원,시원안마원,강원도 춘천시 석사동 768-3,033-263-7588  010-6254-7588,/FindShop/Detail?shopId=033-0028,127.7494189,37.8631436,강원도 춘천시 애막골길16번길 22-1
강원,약손지압안마원,강원도 강릉시 포남동 1174-92층,010-2800-7575,/FindShop/Detail?shopId=033-0019,128.9098957,37.7697398,강원도 강릉시 하평길 10
강원,오산시술원,강원도 홍천군 화촌면 굴운리 439,033-435-5286  010-6380-9936,/FindShop/Detail?shopId=033-0029,127.9501351,37.7361799,강원도 홍천군 화촌면 굴운로75번길 20-3
강원,오성안마원,강원도 횡성군 횡성읍 화성로3 (읍상리)2층,033-345-0975,/FindShop/Detail?shopId=033-0014,127.9877374,37.4915078,강원도 횡성군 횡성읍 화성로 3
강원,오행침시술원,강원 인제군 기린면 기린로 47-1,033-461-5758 010-4780-5758,/FindShop/Detail?shopId=033-0032,128.3181707,37.9564618,강원도 인제군 기린면 기린로 47-1
강원,이승민건강지킴이,강원도 홍천군 홍천읍 희망로 67,033-432-1075,/FindShop/Detail?shopId=033-0031,127.8903578,37.6942749,강원도 홍천군 홍천읍 희망로 67
강원,정다운안마원,강원 춘천시 온의동544,010-6373-0191 033-241-0325,/FindShop/Detail?shopId=033-0010,127.718955,37.8604459,강원도 춘천시 춘주로92번길 19
강원,중화한안마원(황용진안마원),강원도 춘천시 옛경춘로 334 (칠전동),033-251-9989,/FindShop/Detail?shopId=033-0033,127.6928657,37.8451452,강원도 춘천시 옛경춘로 334
강원,참편한안마원,강원도 춘천시 충혼길 44 (온의동),033-255-7175,/FindShop/Detail?shopId=033-0042,127.7208002,37.8607471,강원도 춘천시 충혼길 44
강원,태백건강안마원,"강원도 태백시 황지로34-1,2층",033-553-6537,/FindShop/Detail?shopId=033-0034,128.9909796,37.1618345,강원도 태백시 황지로 34-1
강원,평화안마원,강원도 원주시 남원로 659-2. 106호,010-2000-1644,/FindShop/Detail?shopId=033-0041,127.9538809,37.3418279,강원도 원주시 남원로 659-2
강원,함수영건강지킴이,강원 춘천시 효자2동164-4,033-256-1382,/FindShop/Detail?shopId=033-0012,127.7368396,37.8711655,강원도 춘천시 효제길 34
강원,활력안마원,강원도 춘천시 공지로 226. 3층,033-261-9675,/FindShop/Detail?shopId=033-0043,127.7387443,37.8633265,강원도 춘천시 공지로 226
충남,강경안마원,충남 논산시 강경읍 황산리 149-1,041-745-6985,/FindShop/Detail?shopId=041-0025,127.0115401,36.1549555,충청남도 논산시 강경읍 황산길 26
충남,건강백세안마원,충남 서산시 시장6로 38 서성빌딩 4층,041-664-9987,/FindShop/Detail?shopId=041-0023,126.4580865,36.7829248,충청남도 서산시 시장6로 38
충남,건강백세안마원,충남 서산시 시장6로 38서성빌딩 4층,041-644-9987,/FindShop/Detail?shopId=041-0008,126.4580865,36.7829248,충청남도 서산시 시장6로 38
충남,건강보건안마원,충남 당진시 당진중앙2로 59-9,041)355-8808,/FindShop/Detail?shopId=041-0021,126.6285387,36.8928626,충청남도 당진시 당진중앙2로 59-9
충남,건강안마원,충청남도 서천군 서천읍 서천로 19-2,010-3551-4146,/FindShop/Detail?shopId=041-0031,126.6969362,36.0750675,충청남도 서천군 서천읍 서천로 19-2
충남,건강이음안마원,청양군 청양읍 중앙로 13길 1,041-943-9439,/FindShop/Detail?shopId=041-0019,126.8031548,36.4529768,충청남도 청양군 청양읍 중앙로13길 1
충남,김성기지압안마원,충남 천안시 동남구 봉명동42-19 2층,041-571-1180,/FindShop/Detail?shopId=041-0001,127.1394045,36.805388,충청남도 천안시 동남구 봉정로 35 합기도검무관
충남,논산건강 안마원,논산시 해월로 190-1 논산건강안마원 2층,041-733-7003,/FindShop/Detail?shopId=041-0022,127.0878089,36.2057527,충청남도 논산시 해월로 190-1
충남,논산보건안마원,충남 논산시 계백로 1074번길 7-5,041-736-0210,/FindShop/Detail?shopId=041-0030,127.0953485,36.2070327,충청남도 논산시 계백로1074번길 7-5
충남,몸사랑 안마센터,충남 천안시 서북구쌍용15길 5,041-577-5077,/FindShop/Detail?shopId=041-0010,127.121065,36.7998457,충청남도 천안시 서북구 쌍용15길 5 구워구워치킨
충남,백석보건 안마센터,"충남 천안시 서북구 백석3로134 (백석동, 대건프라자)202호",041-568-0088,/FindShop/Detail?shopId=041-0012,127.1250258,36.8221802,충청남도 천안시 서북구 백석3로 134 대건프라자
충남,백화안마원,충남 태안군 태안읍 남문리149-14,041-675-5880,/FindShop/Detail?shopId=041-0018,126.2989252,36.7505714,충청남도 태안군 태안읍 동백로 255
충남,생활안마원,세종시 조치원읍 새내로88 3층,044-866-5480,/FindShop/Detail?shopId=041-0016,127.2985788,36.5997937,세종특별자치시 조치원읍 새내로 88
충남,서산약손건강안마원,충남 서산시 시장2로 32(동문동),041-663-9297,/FindShop/Detail?shopId=041-0014,126.4583904,36.7829098,충청남도 서산시 시장2로 32
충남,세종보건안마센터,세종특별자치시 조치원읍 장안로 3 (상리 136),044)868-3642,/FindShop/Detail?shopId=041-0020,127.3014408,36.6012624,세종특별자치시 조치원읍 장안로 3
충남,시원손안마원,충청남도 서산시 대산읍 구진로 15,"""010-6411-9869 041-666-1256",/FindShop/Detail?shopId=041-0026,126.4353701,36.9367544,충청남도 서산시 대산읍 구진로 15
충남,약손안마원,충남 아산시 권곡동540-10,041-911-7575,/FindShop/Detail?shopId=041-0005,127.0072613,36.7876015,충청남도 아산시 번영로143번길 19
충남,엄마안마원,충남 계룡시 엄사면 엄사리183-1,042-840-7364,/FindShop/Detail?shopId=041-0003,127.2420522,36.2900462,충청남도 계룡시 엄사면 엄사중앙로 105-1
충남,에덴건강안마원,세종특별자치시 조치원읍 새내10길 59,"""044-864-2754 010-9898-2754""",/FindShop/Detail?shopId=041-0027,127.3015331,36.6007888,세종특별자치시 조치원읍 새내10길 59
